state,district,year,quarter,count,amount
Rajasthan,,2020,2,213,40962.0
Rajasthan,,2020,2,147,32501.0
Rajasthan,,2020,2,146,30801.0
Rajasthan,,2020,2,127,30963.0
Rajasthan,,2020,2,116,24302.0
Rajasthan,,2020,2,112,24203.0
Rajasthan,,2020,3,4428,1131777.0
Rajasthan,,2020,3,1083,233487.0
Rajasthan,,2020,3,1035,261133.0
Rajasthan,,2020,3,758,198679.0
Rajasthan,,2020,3,638,149854.0
Rajasthan,,2020,3,568,143975.0
Rajasthan,,2020,3,536,122291.0
Rajasthan,,2020,3,529,144376.0
Rajasthan,,2020,3,480,118409.0
Rajasthan,,2020,3,378,105105.0
Rajasthan,,2020,4,3318,1641429.0
Rajasthan,,2020,4,900,476373.0
Rajasthan,,2020,4,782,420880.0
Rajasthan,,2020,4,512,159165.0
Rajasthan,,2020,4,493,344638.0
Rajasthan,,2020,4,489,236748.0
Rajasthan,,2020,4,443,218975.0
Rajasthan,,2020,4,430,247397.0
Rajasthan,,2020,4,362,181805.0
Rajasthan,,2020,4,356,180876.0
Rajasthan,,2021,1,4630,2056318.0
Rajasthan,,2021,1,1374,702678.0
Rajasthan,,2021,1,1008,474191.0
Rajasthan,,2021,1,742,378829.0
Rajasthan,,2021,1,741,293861.0
Rajasthan,,2021,1,719,351130.0
Rajasthan,,2021,1,644,318832.0
Rajasthan,,2021,1,634,215422.0
Rajasthan,,2021,1,574,266723.0
Rajasthan,,2021,1,557,280401.0
Rajasthan,,2021,2,4282,3189878.0
Rajasthan,,2021,2,1447,1251855.0
Rajasthan,,2021,2,1019,655973.0
Rajasthan,,2021,2,893,863040.0
Rajasthan,,2021,2,763,480268.0
Rajasthan,,2021,2,707,465142.0
Rajasthan,,2021,2,683,484523.0
Rajasthan,,2021,2,656,394234.0
Rajasthan,,2021,2,637,695473.0
Rajasthan,,2021,2,582,492616.0
Rajasthan,,2021,3,4107,3228729.0
Rajasthan,,2021,3,1263,1120837.0
Rajasthan,,2021,3,877,617194.0
Rajasthan,,2021,3,727,674166.0
Rajasthan,,2021,3,696,470044.0
Rajasthan,,2021,3,681,368721.0
Rajasthan,,2021,3,651,446337.0
Rajasthan,,2021,3,611,435175.0
Rajasthan,,2021,3,572,467711.0
Rajasthan,,2021,3,550,591963.0
Rajasthan,,2021,4,5571,6278712.0
Rajasthan,,2021,4,1244,1426171.0
Rajasthan,,2021,4,1202,1830570.0
Rajasthan,,2021,4,1040,1370606.0
Rajasthan,,2021,4,806,885949.0
Rajasthan,,2021,4,773,1052974.0
Rajasthan,,2021,4,714,957294.0
Rajasthan,,2021,4,658,873749.0
Rajasthan,,2021,4,639,679196.0
Rajasthan,,2021,4,628,678924.0
Rajasthan,,2022,1,6330,8534407.0
Rajasthan,,2022,1,1579,2182907.0
Rajasthan,,2022,1,1331,1943529.0
Rajasthan,,2022,1,1200,1723978.0
Rajasthan,,2022,1,807,1448963.0
Rajasthan,,2022,1,758,1088768.0
Rajasthan,,2022,1,741,908042.0
Rajasthan,,2022,1,710,957885.0
Rajasthan,,2022,1,669,1095855.0
Rajasthan,,2022,1,662,919482.0
Rajasthan,,2022,2,7224,9069667.0
Rajasthan,,2022,2,1666,2268591.0
Rajasthan,,2022,2,1574,2204996.0
Rajasthan,,2022,2,1118,1606708.0
Rajasthan,,2022,2,920,1224304.0
Rajasthan,,2022,2,893,1202104.0
Rajasthan,,2022,2,859,1206661.0
Rajasthan,,2022,2,828,1313835.0
Rajasthan,,2022,2,814,1133288.0
Rajasthan,,2022,2,751,1296746.0
Rajasthan,,2022,3,9778,11871696.0
Rajasthan,,2022,3,2493,2970381.0
Rajasthan,,2022,3,2043,2861790.0
Rajasthan,,2022,3,1480,2195021.0
Rajasthan,,2022,3,1411,1671898.0
Rajasthan,,2022,3,1240,2050268.0
Rajasthan,,2022,3,1238,1763298.0
Rajasthan,,2022,3,1195,1567682.0
Rajasthan,,2022,3,1100,1892703.0
Rajasthan,,2022,3,981,1240218.0
Rajasthan,,2022,4,12312,16383317.0
Rajasthan,,2022,4,2869,3867232.0
Rajasthan,,2022,4,2263,3457703.0
Rajasthan,,2022,4,1791,3139214.0
Rajasthan,,2022,4,1772,2748375.0
Rajasthan,,2022,4,1639,2364806.0
Rajasthan,,2022,4,1423,2464003.0
Rajasthan,,2022,4,1353,2049928.0
Rajasthan,,2022,4,1227,1771787.0
Rajasthan,,2022,4,1134,1845039.0
Rajasthan,,2023,1,10690,16192985.0
Rajasthan,,2023,1,2501,3861598.0
Rajasthan,,2023,1,1835,3649973.0
Rajasthan,,2023,1,1621,3088894.0
Rajasthan,,2023,1,1361,3188557.0
Rajasthan,,2023,1,1343,2111503.0
Rajasthan,,2023,1,1258,2545389.0
Rajasthan,,2023,1,1236,2381337.0
Rajasthan,,2023,1,1145,2363147.0
Rajasthan,,2023,1,905,2288348.0
Rajasthan,,2023,2,11344,16436901.0
Rajasthan,,2023,2,2566,3803390.0
Rajasthan,,2023,2,2104,3840402.0
Rajasthan,,2023,2,1665,2894145.0
Rajasthan,,2023,2,1583,2355864.0
Rajasthan,,2023,2,1395,2244456.0
Rajasthan,,2023,2,1364,2586470.0
Rajasthan,,2023,2,1338,2918807.0
Rajasthan,,2023,2,1135,1987074.0
Rajasthan,,2023,2,1056,1718469.0
Rajasthan,,2023,3,12126,17396150.0
Rajasthan,,2023,3,2985,4117855.0
Rajasthan,,2023,3,2226,3899276.0
Rajasthan,,2023,3,1815,2640773.0
Rajasthan,,2023,3,1700,3072011.0
Rajasthan,,2023,3,1560,2794205.0
Rajasthan,,2023,3,1530,2516943.0
Rajasthan,,2023,3,1375,2796149.0
Rajasthan,,2023,3,1264,2227826.0
Rajasthan,,2023,3,1120,1640986.0
Rajasthan,,2023,4,14759,25167653.0
Rajasthan,,2023,4,3719,6055979.0
Rajasthan,,2023,4,2664,5759170.0
Rajasthan,,2023,4,2256,3768494.0
Rajasthan,,2023,4,2239,5113462.0
Rajasthan,,2023,4,2045,4010722.0
Rajasthan,,2023,4,2003,3871070.0
Rajasthan,,2023,4,1592,3250093.0
Rajasthan,,2023,4,1568,3815148.0
Rajasthan,,2023,4,1273,2336387.0
Rajasthan,,2024,1,15526,26905546.0
Rajasthan,,2024,1,4286,6766046.0
Rajasthan,,2024,1,3508,6749880.0
Rajasthan,,2024,1,2623,5193783.0
Rajasthan,,2024,1,2347,5232086.0
Rajasthan,,2024,1,2299,4068476.0
Rajasthan,,2024,1,2292,3842208.0
Rajasthan,,2024,1,2158,3678832.0
Rajasthan,,2024,1,1935,3335578.0
Rajasthan,,2024,1,1744,2433015.0
Rajasthan,,2024,2,15812,26736985.0
Rajasthan,,2024,2,3664,5322993.0
Rajasthan,,2024,2,3196,6029033.0
Rajasthan,,2024,2,2418,3944904.0
Rajasthan,,2024,2,2409,4497042.0
Rajasthan,,2024,2,2123,3734651.0
Rajasthan,,2024,2,2057,4376293.0
Rajasthan,,2024,2,1994,3479737.0
Rajasthan,,2024,2,1903,3397263.0
Rajasthan,,2024,2,1497,2217047.0
Rajasthan,,2024,3,15969,25033274.0
Rajasthan,,2024,3,3056,4466816.0
Rajasthan,,2024,3,2943,4881552.0
Rajasthan,,2024,3,2773,5021518.0
Rajasthan,,2024,3,2647,5065224.0
Rajasthan,,2024,3,2283,3764539.0
Rajasthan,,2024,3,2187,3604609.0
Rajasthan,,2024,3,1828,3150883.0
Rajasthan,,2024,3,1591,3319667.0
Rajasthan,,2024,3,1530,2372803.0
Rajasthan,,2024,4,17081,28322938.0
Rajasthan,,2024,4,3460,5851560.0
Rajasthan,,2024,4,3101,5002136.0
Rajasthan,,2024,4,2795,5214468.0
Rajasthan,,2024,4,2734,5715302.0
Rajasthan,,2024,4,2461,4537156.0
Rajasthan,,2024,4,2446,4319408.0
Rajasthan,,2024,4,2106,2924729.0
Rajasthan,,2024,4,1925,3251565.0
Rajasthan,,2024,4,1920,3602110.0
Sikkim,,2020,2,16,3449.0
Sikkim,,2020,2,4,1058.0
Sikkim,,2020,2,1,282.0
Sikkim,,2020,3,66,20284.0
Sikkim,,2020,3,20,5534.0
Sikkim,,2020,3,5,1319.0
Sikkim,,2020,3,3,863.0
Sikkim,,2020,4,41,26778.0
Sikkim,,2020,4,11,26418.0
Sikkim,,2020,4,8,9933.0
Sikkim,,2020,4,7,7085.0
Sikkim,,2021,1,72,64393.0
Sikkim,,2021,1,22,20672.0
Sikkim,,2021,1,20,15924.0
Sikkim,,2021,1,8,10788.0
Sikkim,,2021,2,55,77437.0
Sikkim,,2021,2,23,30261.0
Sikkim,,2021,2,8,9539.0
Sikkim,,2021,2,7,4827.0
Sikkim,,2021,3,67,86194.0
Sikkim,,2021,3,21,29274.0
Sikkim,,2021,3,9,7336.0
Sikkim,,2021,3,9,17748.0
Sikkim,,2021,4,109,291074.0
Sikkim,,2021,4,41,85646.0
Sikkim,,2021,4,29,84762.0
Sikkim,,2021,4,16,42050.0
Sikkim,,2022,1,157,463841.0
Sikkim,,2022,1,37,91888.0
Sikkim,,2022,1,35,101663.0
Sikkim,,2022,1,10,28595.0
Sikkim,,2022,2,99,233452.0
Sikkim,,2022,2,35,84909.0
Sikkim,,2022,2,14,27179.0
Sikkim,,2022,2,12,38169.0
Sikkim,,2022,3,165,310190.0
Sikkim,,2022,3,34,65600.0
Sikkim,,2022,3,30,71337.0
Sikkim,,2022,3,14,27813.0
Sikkim,,2022,4,192,377889.0
Sikkim,,2022,4,45,74025.0
Sikkim,,2022,4,43,147415.0
Sikkim,,2022,4,26,67885.0
Sikkim,,2023,1,158,380139.0
Sikkim,,2023,1,51,99856.0
Sikkim,,2023,1,26,120446.0
Sikkim,,2023,1,25,88164.0
Sikkim,,2023,2,169,366045.0
Sikkim,,2023,2,45,107115.0
Sikkim,,2023,2,40,98329.0
Sikkim,,2023,2,16,56702.0
Sikkim,,2023,3,155,436190.0
Sikkim,,2023,3,49,95595.0
Sikkim,,2023,3,27,121573.0
Sikkim,,2023,3,20,44893.0
Sikkim,,2023,4,184,485048.0
Sikkim,,2023,4,67,117210.0
Sikkim,,2023,4,39,125255.0
Sikkim,,2023,4,34,66232.0
Sikkim,,2024,1,251,548828.0
Sikkim,,2024,1,66,132417.0
Sikkim,,2024,1,43,132171.0
Sikkim,,2024,1,40,66766.0
Sikkim,,2024,2,438,952178.0
Sikkim,,2024,2,122,330558.0
Sikkim,,2024,2,74,167967.0
Sikkim,,2024,2,51,139851.0
Sikkim,,2024,3,219,461002.0
Sikkim,,2024,3,68,156436.0
Sikkim,,2024,3,65,150793.0
Sikkim,,2024,3,64,142584.0
Sikkim,,2024,3,28,82114.0
Sikkim,,2024,3,17,36469.0
Sikkim,,2024,4,298,643521.0
Sikkim,,2024,4,130,314200.0
Sikkim,,2024,4,55,148697.0
Sikkim,,2024,4,46,105349.0
Sikkim,,2024,4,41,94901.0
Sikkim,,2024,4,29,75012.0
Tamil Nadu,,2020,2,1251,220843.0
Tamil Nadu,,2020,2,922,167660.0
Tamil Nadu,,2020,2,723,141152.0
Tamil Nadu,,2020,2,426,81310.0
Tamil Nadu,,2020,2,404,84687.0
Tamil Nadu,,2020,2,183,39160.0
Tamil Nadu,,2020,2,143,27782.0
Tamil Nadu,,2020,2,128,27235.0
Tamil Nadu,,2020,2,127,27365.0
Tamil Nadu,,2020,2,118,23932.0
Tamil Nadu,,2020,3,1054,285279.0
Tamil Nadu,,2020,3,932,282409.0
Tamil Nadu,,2020,3,823,245818.0
Tamil Nadu,,2020,3,683,205559.0
Tamil Nadu,,2020,3,517,137966.0
Tamil Nadu,,2020,3,474,116510.0
Tamil Nadu,,2020,3,305,82355.0
Tamil Nadu,,2020,3,280,71534.0
Tamil Nadu,,2020,3,276,76062.0
Tamil Nadu,,2020,3,242,63698.0
Tamil Nadu,,2020,4,1615,1430154.0
Tamil Nadu,,2020,4,1001,937498.0
Tamil Nadu,,2020,4,989,761940.0
Tamil Nadu,,2020,4,937,911872.0
Tamil Nadu,,2020,4,696,631757.0
Tamil Nadu,,2020,4,542,423333.0
Tamil Nadu,,2020,4,468,393985.0
Tamil Nadu,,2020,4,359,345586.0
Tamil Nadu,,2020,4,341,236999.0
Tamil Nadu,,2020,4,269,225395.0
Tamil Nadu,,2021,1,2570,2012553.0
Tamil Nadu,,2021,1,1592,1272511.0
Tamil Nadu,,2021,1,1311,1231310.0
Tamil Nadu,,2021,1,1256,882626.0
Tamil Nadu,,2021,1,934,721686.0
Tamil Nadu,,2021,1,710,476739.0
Tamil Nadu,,2021,1,556,461927.0
Tamil Nadu,,2021,1,502,410270.0
Tamil Nadu,,2021,1,479,373355.0
Tamil Nadu,,2021,1,368,274543.0
Tamil Nadu,,2021,2,2673,2195652.0
Tamil Nadu,,2021,2,2066,1899615.0
Tamil Nadu,,2021,2,1592,1477281.0
Tamil Nadu,,2021,2,1477,1417438.0
Tamil Nadu,,2021,2,1140,1118225.0
Tamil Nadu,,2021,2,861,699383.0
Tamil Nadu,,2021,2,793,701143.0
Tamil Nadu,,2021,2,606,582625.0
Tamil Nadu,,2021,2,590,519803.0
Tamil Nadu,,2021,2,455,425242.0
Tamil Nadu,,2021,3,4367,3861435.0
Tamil Nadu,,2021,3,2885,2839315.0
Tamil Nadu,,2021,3,2007,1991798.0
Tamil Nadu,,2021,3,1893,2088255.0
Tamil Nadu,,2021,3,1442,1367259.0
Tamil Nadu,,2021,3,1193,1061146.0
Tamil Nadu,,2021,3,881,881288.0
Tamil Nadu,,2021,3,840,869170.0
Tamil Nadu,,2021,3,805,1004135.0
Tamil Nadu,,2021,3,625,682937.0
Tamil Nadu,,2021,4,5769,6143037.0
Tamil Nadu,,2021,4,3895,4604901.0
Tamil Nadu,,2021,4,2943,4272322.0
Tamil Nadu,,2021,4,2877,3652362.0
Tamil Nadu,,2021,4,2096,2467072.0
Tamil Nadu,,2021,4,2055,2467606.0
Tamil Nadu,,2021,4,1507,1719722.0
Tamil Nadu,,2021,4,1323,1653893.0
Tamil Nadu,,2021,4,959,1307980.0
Tamil Nadu,,2021,4,792,1056977.0
Tamil Nadu,,2022,1,9138,9949256.0
Tamil Nadu,,2022,1,5793,7146597.0
Tamil Nadu,,2022,1,4682,6798923.0
Tamil Nadu,,2022,1,4588,5867983.0
Tamil Nadu,,2022,1,3182,3910459.0
Tamil Nadu,,2022,1,2393,3287882.0
Tamil Nadu,,2022,1,1996,2487362.0
Tamil Nadu,,2022,1,1582,2435788.0
Tamil Nadu,,2022,1,1415,2147587.0
Tamil Nadu,,2022,1,1139,1890815.0
Tamil Nadu,,2022,2,8966,9428379.0
Tamil Nadu,,2022,2,5732,6846087.0
Tamil Nadu,,2022,2,5135,6248146.0
Tamil Nadu,,2022,2,4859,6626440.0
Tamil Nadu,,2022,2,3162,3846819.0
Tamil Nadu,,2022,2,2124,2931960.0
Tamil Nadu,,2022,2,1698,2180677.0
Tamil Nadu,,2022,2,1589,2378328.0
Tamil Nadu,,2022,2,1359,1934101.0
Tamil Nadu,,2022,2,1095,1709224.0
Tamil Nadu,,2022,3,12059,12069618.0
Tamil Nadu,,2022,3,7766,8767762.0
Tamil Nadu,,2022,3,6704,8554497.0
Tamil Nadu,,2022,3,6535,7905304.0
Tamil Nadu,,2022,3,4007,4599265.0
Tamil Nadu,,2022,3,3159,4086616.0
Tamil Nadu,,2022,3,2580,3145380.0
Tamil Nadu,,2022,3,2209,2747178.0
Tamil Nadu,,2022,3,2049,2783886.0
Tamil Nadu,,2022,3,1604,2050237.0
Tamil Nadu,,2022,4,21588,21184965.0
Tamil Nadu,,2022,4,14602,15650997.0
Tamil Nadu,,2022,4,12780,15595276.0
Tamil Nadu,,2022,4,12532,14457953.0
Tamil Nadu,,2022,4,8141,9483703.0
Tamil Nadu,,2022,4,7909,8581184.0
Tamil Nadu,,2022,4,5446,6050332.0
Tamil Nadu,,2022,4,3949,4750490.0
Tamil Nadu,,2022,4,3089,3688816.0
Tamil Nadu,,2022,4,3025,3993729.0
Tamil Nadu,,2023,1,20140,20511279.0
Tamil Nadu,,2023,1,11786,13822733.0
Tamil Nadu,,2023,1,10889,13219385.0
Tamil Nadu,,2023,1,8237,11516151.0
Tamil Nadu,,2023,1,6509,7876962.0
Tamil Nadu,,2023,1,4156,5722551.0
Tamil Nadu,,2023,1,3374,4231159.0
Tamil Nadu,,2023,1,2276,3567805.0
Tamil Nadu,,2023,1,2241,3438813.0
Tamil Nadu,,2023,1,1856,2656812.0
Tamil Nadu,,2023,2,15678,16453783.0
Tamil Nadu,,2023,2,10840,12569262.0
Tamil Nadu,,2023,2,9446,12053100.0
Tamil Nadu,,2023,2,7642,11108776.0
Tamil Nadu,,2023,2,5617,6741272.0
Tamil Nadu,,2023,2,3632,5133652.0
Tamil Nadu,,2023,2,2807,3493908.0
Tamil Nadu,,2023,2,2245,3368129.0
Tamil Nadu,,2023,2,2159,3040483.0
Tamil Nadu,,2023,2,1715,2570522.0
Tamil Nadu,,2023,3,17189,16904783.0
Tamil Nadu,,2023,3,11243,13346229.0
Tamil Nadu,,2023,3,10034,12400195.0
Tamil Nadu,,2023,3,9191,12345880.0
Tamil Nadu,,2023,3,6210,7517191.0
Tamil Nadu,,2023,3,4011,5538630.0
Tamil Nadu,,2023,3,3482,3880637.0
Tamil Nadu,,2023,3,2839,3721101.0
Tamil Nadu,,2023,3,2762,3917713.0
Tamil Nadu,,2023,3,2159,2940470.0
Tamil Nadu,,2023,4,18144,19953865.0
Tamil Nadu,,2023,4,12314,14959202.0
Tamil Nadu,,2023,4,11552,16411541.0
Tamil Nadu,,2023,4,11085,14820002.0
Tamil Nadu,,2023,4,6875,8403688.0
Tamil Nadu,,2023,4,5883,8071753.0
Tamil Nadu,,2023,4,4414,5508470.0
Tamil Nadu,,2023,4,3180,4420307.0
Tamil Nadu,,2023,4,3172,4852330.0
Tamil Nadu,,2023,4,2475,3470880.0
Tamil Nadu,,2024,1,20315,23283126.0
Tamil Nadu,,2024,1,13891,17283816.0
Tamil Nadu,,2024,1,12435,17039816.0
Tamil Nadu,,2024,1,10809,16192243.0
Tamil Nadu,,2024,1,7773,9969005.0
Tamil Nadu,,2024,1,5591,7715676.0
Tamil Nadu,,2024,1,4067,4939832.0
Tamil Nadu,,2024,1,3285,4832657.0
Tamil Nadu,,2024,1,3249,4460786.0
Tamil Nadu,,2024,1,2399,3459007.0
Tamil Nadu,,2024,2,18043,21201607.0
Tamil Nadu,,2024,2,12220,16133783.0
Tamil Nadu,,2024,2,10822,15264686.0
Tamil Nadu,,2024,2,9096,13918959.0
Tamil Nadu,,2024,2,6638,8882250.0
Tamil Nadu,,2024,2,4693,6791083.0
Tamil Nadu,,2024,2,3511,4601610.0
Tamil Nadu,,2024,2,3015,4726099.0
Tamil Nadu,,2024,2,2967,4272739.0
Tamil Nadu,,2024,2,2063,3041944.0
Tamil Nadu,,2024,3,35114,42146763.0
Tamil Nadu,,2024,3,11242,15837681.0
Tamil Nadu,,2024,3,11224,17306024.0
Tamil Nadu,,2024,3,6791,9622643.0
Tamil Nadu,,2024,3,6071,8694793.0
Tamil Nadu,,2024,3,4876,6055754.0
Tamil Nadu,,2024,3,3510,5636921.0
Tamil Nadu,,2024,3,3448,5124969.0
Tamil Nadu,,2024,3,2630,3465360.0
Tamil Nadu,,2024,3,2519,4021789.0
Tamil Nadu,,2024,4,35408,43569170.0
Tamil Nadu,,2024,4,12866,19222550.0
Tamil Nadu,,2024,4,11836,16887124.0
Tamil Nadu,,2024,4,7641,10484301.0
Tamil Nadu,,2024,4,7606,10166523.0
Tamil Nadu,,2024,4,5119,6427615.0
Tamil Nadu,,2024,4,3802,5691238.0
Tamil Nadu,,2024,4,3696,5153549.0
Tamil Nadu,,2024,4,3048,3716588.0
Tamil Nadu,,2024,4,2987,4323698.0
Telangana,,2020,2,4783,805518.0
Telangana,,2020,2,4495,778492.0
Telangana,,2020,2,4150,711890.0
Telangana,,2020,2,786,147920.0
Telangana,,2020,2,712,134962.0
Telangana,,2020,2,410,78638.0
Telangana,,2020,2,379,73253.0
Telangana,,2020,2,335,71500.0
Telangana,,2020,2,334,68883.0
Telangana,,2020,2,220,42506.0
Telangana,,2020,3,6340,1509162.0
Telangana,,2020,3,6331,1397580.0
Telangana,,2020,3,5929,1415970.0
Telangana,,2020,3,1612,385281.0
Telangana,,2020,3,1442,363881.0
Telangana,,2020,3,1226,317612.0
Telangana,,2020,3,1157,313760.0
Telangana,,2020,3,1035,269617.0
Telangana,,2020,3,857,243682.0
Telangana,,2020,3,816,217549.0
Telangana,,2020,4,3682,1892565.0
Telangana,,2020,4,3486,2124943.0
Telangana,,2020,4,3298,2034226.0
Telangana,,2020,4,1030,522488.0
Telangana,,2020,4,834,464673.0
Telangana,,2020,4,814,441541.0
Telangana,,2020,4,797,507751.0
Telangana,,2020,4,649,307932.0
Telangana,,2020,4,597,290516.0
Telangana,,2020,4,515,274989.0
Telangana,,2021,1,5067,2446647.0
Telangana,,2021,1,4821,2864273.0
Telangana,,2021,1,4375,2393448.0
Telangana,,2021,1,1333,701830.0
Telangana,,2021,1,1250,790111.0
Telangana,,2021,1,1034,573172.0
Telangana,,2021,1,960,472977.0
Telangana,,2021,1,906,460358.0
Telangana,,2021,1,749,330191.0
Telangana,,2021,1,685,366242.0
Telangana,,2021,2,5618,4515303.0
Telangana,,2021,2,5616,3945773.0
Telangana,,2021,2,5094,3743459.0
Telangana,,2021,2,1267,944761.0
Telangana,,2021,2,1264,979882.0
Telangana,,2021,2,946,566839.0
Telangana,,2021,2,834,548380.0
Telangana,,2021,2,786,446639.0
Telangana,,2021,2,760,463775.0
Telangana,,2021,2,639,529480.0
Telangana,,2021,3,5201,3813732.0
Telangana,,2021,3,5064,4209112.0
Telangana,,2021,3,4896,3968450.0
Telangana,,2021,3,1340,967149.0
Telangana,,2021,3,1257,1064357.0
Telangana,,2021,3,822,627098.0
Telangana,,2021,3,782,536480.0
Telangana,,2021,3,760,418556.0
Telangana,,2021,3,545,423866.0
Telangana,,2021,3,539,413727.0
Telangana,,2021,4,7016,7001072.0
Telangana,,2021,4,6835,7932450.0
Telangana,,2021,4,6553,7341035.0
Telangana,,2021,4,2289,2254395.0
Telangana,,2021,4,1219,1921406.0
Telangana,,2021,4,1054,1159144.0
Telangana,,2021,4,962,970635.0
Telangana,,2021,4,840,953767.0
Telangana,,2021,4,814,909975.0
Telangana,,2021,4,666,805934.0
Telangana,,2022,1,7434,9813417.0
Telangana,,2022,1,7300,10383529.0
Telangana,,2022,1,7261,10851640.0
Telangana,,2022,1,1844,2603848.0
Telangana,,2022,1,1654,2731166.0
Telangana,,2022,1,949,1122703.0
Telangana,,2022,1,902,1364965.0
Telangana,,2022,1,861,1319040.0
Telangana,,2022,1,860,1294290.0
Telangana,,2022,1,809,1305086.0
Telangana,,2022,2,10065,13653367.0
Telangana,,2022,2,9542,11365866.0
Telangana,,2022,2,8919,11248856.0
Telangana,,2022,2,2309,2962591.0
Telangana,,2022,2,2042,2140645.0
Telangana,,2022,2,1191,1432900.0
Telangana,,2022,2,1156,1581874.0
Telangana,,2022,2,1097,1306578.0
Telangana,,2022,2,1030,1255370.0
Telangana,,2022,2,774,1007355.0
Telangana,,2022,3,11801,15523643.0
Telangana,,2022,3,10560,12374531.0
Telangana,,2022,3,10158,12806190.0
Telangana,,2022,3,2789,3682903.0
Telangana,,2022,3,2301,2550693.0
Telangana,,2022,3,1410,1593165.0
Telangana,,2022,3,1180,1626914.0
Telangana,,2022,3,1096,1388763.0
Telangana,,2022,3,1050,1412025.0
Telangana,,2022,3,897,1031748.0
Telangana,,2022,4,15005,21565381.0
Telangana,,2022,4,12852,17986714.0
Telangana,,2022,4,12819,15945642.0
Telangana,,2022,4,3439,4978596.0
Telangana,,2022,4,3013,3748304.0
Telangana,,2022,4,1592,2285868.0
Telangana,,2022,4,1431,1845429.0
Telangana,,2022,4,1399,1878146.0
Telangana,,2022,4,1348,1907848.0
Telangana,,2022,4,1283,1902354.0
Telangana,,2023,1,13622,21152107.0
Telangana,,2023,1,11454,16935012.0
Telangana,,2023,1,10418,14820277.0
Telangana,,2023,1,3015,4745090.0
Telangana,,2023,1,2312,3203776.0
Telangana,,2023,1,1236,1952099.0
Telangana,,2023,1,1139,1741178.0
Telangana,,2023,1,1128,1801388.0
Telangana,,2023,1,1092,1715072.0
Telangana,,2023,1,1068,1657846.0
Telangana,,2023,2,13998,20753771.0
Telangana,,2023,2,11833,17077694.0
Telangana,,2023,2,10818,14610195.0
Telangana,,2023,2,2919,4750595.0
Telangana,,2023,2,2155,2533869.0
Telangana,,2023,2,1238,1675694.0
Telangana,,2023,2,1151,1627129.0
Telangana,,2023,2,1074,1547293.0
Telangana,,2023,2,980,1356480.0
Telangana,,2023,2,977,1455116.0
Telangana,,2023,3,16236,23374057.0
Telangana,,2023,3,13044,17698951.0
Telangana,,2023,3,11568,14426420.0
Telangana,,2023,3,3242,4802022.0
Telangana,,2023,3,2253,2961157.0
Telangana,,2023,3,1531,1957682.0
Telangana,,2023,3,1189,1750083.0
Telangana,,2023,3,1165,1654105.0
Telangana,,2023,3,1066,1423910.0
Telangana,,2023,3,937,1375183.0
Telangana,,2023,4,16541,29175361.0
Telangana,,2023,4,13254,22372378.0
Telangana,,2023,4,12099,18060782.0
Telangana,,2023,4,3604,6270437.0
Telangana,,2023,4,2698,3941935.0
Telangana,,2023,4,1399,2410148.0
Telangana,,2023,4,1269,2100573.0
Telangana,,2023,4,1224,2079214.0
Telangana,,2023,4,1143,1885877.0
Telangana,,2023,4,1120,1681028.0
Telangana,,2024,1,16320,28043767.0
Telangana,,2024,1,13170,22159517.0
Telangana,,2024,1,11966,18583125.0
Telangana,,2024,1,3929,5817730.0
Telangana,,2024,1,2456,3587490.0
Telangana,,2024,1,1761,2405921.0
Telangana,,2024,1,1519,2237078.0
Telangana,,2024,1,1504,2098139.0
Telangana,,2024,1,1422,2147320.0
Telangana,,2024,1,1273,1841154.0
Telangana,,2024,2,14737,27179956.0
Telangana,,2024,2,11218,19700267.0
Telangana,,2024,2,10273,16680628.0
Telangana,,2024,2,3410,6286518.0
Telangana,,2024,2,1981,3125808.0
Telangana,,2024,2,1286,1768007.0
Telangana,,2024,2,1149,1968801.0
Telangana,,2024,2,1124,1799362.0
Telangana,,2024,2,1091,1614647.0
Telangana,,2024,2,959,1318494.0
Telangana,,2024,3,15791,29402130.0
Telangana,,2024,3,13882,23616761.0
Telangana,,2024,3,11059,18340858.0
Telangana,,2024,3,3650,6867539.0
Telangana,,2024,3,1957,2882250.0
Telangana,,2024,3,1676,2460859.0
Telangana,,2024,3,1395,2122048.0
Telangana,,2024,3,1349,2270276.0
Telangana,,2024,3,1317,2047712.0
Telangana,,2024,3,1245,2063413.0
Telangana,,2024,4,18678,32749841.0
Telangana,,2024,4,16649,27751990.0
Telangana,,2024,4,13218,20197399.0
Telangana,,2024,4,4430,7699707.0
Telangana,,2024,4,2280,3654284.0
Telangana,,2024,4,2062,2721753.0
Telangana,,2024,4,1694,2271424.0
Telangana,,2024,4,1611,2425786.0
Telangana,,2024,4,1585,2225897.0
Telangana,,2024,4,1508,2185349.0
Tripura,,2020,2,46,11646.0
Tripura,,2020,2,12,2569.0
Tripura,,2020,2,9,2454.0
Tripura,,2020,2,6,1632.0
Tripura,,2020,2,5,1284.0
Tripura,,2020,2,4,975.0
Tripura,,2020,2,3,739.0
Tripura,,2020,2,3,755.0
Tripura,,2020,3,117,31197.0
Tripura,,2020,3,28,6036.0
Tripura,,2020,3,24,5870.0
Tripura,,2020,3,22,5502.0
Tripura,,2020,3,20,3983.0
Tripura,,2020,3,17,3839.0
Tripura,,2020,3,13,3504.0
Tripura,,2020,3,8,1711.0
Tripura,,2020,4,122,71380.0
Tripura,,2020,4,24,19954.0
