state,district,year,quarter,count,amount
Gujarat,,2020,4,321,181318.0
Gujarat,,2021,1,2902,1664753.0
Gujarat,,2021,1,2549,1538786.0
Gujarat,,2021,1,859,544564.0
Gujarat,,2021,1,709,381284.0
Gujarat,,2021,1,674,340650.0
Gujarat,,2021,1,548,307917.0
Gujarat,,2021,1,531,341921.0
Gujarat,,2021,1,446,246377.0
Gujarat,,2021,1,374,191505.0
Gujarat,,2021,1,342,194492.0
Gujarat,,2021,2,3074,2177028.0
Gujarat,,2021,2,2863,1847117.0
Gujarat,,2021,2,1171,874836.0
Gujarat,,2021,2,823,593029.0
Gujarat,,2021,2,730,529809.0
Gujarat,,2021,2,640,471194.0
Gujarat,,2021,2,590,519006.0
Gujarat,,2021,2,475,272134.0
Gujarat,,2021,2,462,360621.0
Gujarat,,2021,2,453,306266.0
Gujarat,,2021,3,3409,2501335.0
Gujarat,,2021,3,3405,2607478.0
Gujarat,,2021,3,1071,1010170.0
Gujarat,,2021,3,751,676899.0
Gujarat,,2021,3,719,583735.0
Gujarat,,2021,3,648,601347.0
Gujarat,,2021,3,586,553002.0
Gujarat,,2021,3,567,390139.0
Gujarat,,2021,3,515,389381.0
Gujarat,,2021,3,419,348892.0
Gujarat,,2021,4,4857,5269395.0
Gujarat,,2021,4,3232,4111750.0
Gujarat,,2021,4,1531,1938084.0
Gujarat,,2021,4,1030,1250430.0
Gujarat,,2021,4,982,1253200.0
Gujarat,,2021,4,937,1187041.0
Gujarat,,2021,4,801,1076996.0
Gujarat,,2021,4,698,782642.0
Gujarat,,2021,4,555,642556.0
Gujarat,,2021,4,483,611027.0
Gujarat,,2022,1,6393,7847666.0
Gujarat,,2022,1,4674,5433634.0
Gujarat,,2022,1,1414,2085056.0
Gujarat,,2022,1,1138,1398820.0
Gujarat,,2022,1,934,1363523.0
Gujarat,,2022,1,923,1288962.0
Gujarat,,2022,1,914,1703161.0
Gujarat,,2022,1,840,1218172.0
Gujarat,,2022,1,494,599549.0
Gujarat,,2022,1,485,634204.0
Gujarat,,2022,2,6962,8565312.0
Gujarat,,2022,2,6127,6420167.0
Gujarat,,2022,2,1538,2192046.0
Gujarat,,2022,2,1079,1455802.0
Gujarat,,2022,2,1071,1371510.0
Gujarat,,2022,2,985,1513678.0
Gujarat,,2022,2,879,1248141.0
Gujarat,,2022,2,848,1226599.0
Gujarat,,2022,2,601,696335.0
Gujarat,,2022,2,597,724979.0
Gujarat,,2022,3,8499,9788819.0
Gujarat,,2022,3,7447,7491198.0
Gujarat,,2022,3,1983,2630678.0
Gujarat,,2022,3,1501,1786596.0
Gujarat,,2022,3,1356,1828271.0
Gujarat,,2022,3,1327,1699968.0
Gujarat,,2022,3,1093,1436547.0
Gujarat,,2022,3,1082,1429310.0
Gujarat,,2022,3,735,893785.0
Gujarat,,2022,3,696,791631.0
Gujarat,,2022,4,9650,12572383.0
Gujarat,,2022,4,7288,8864843.0
Gujarat,,2022,4,2574,3669216.0
Gujarat,,2022,4,1696,2267368.0
Gujarat,,2022,4,1681,2507697.0
Gujarat,,2022,4,1666,2409645.0
Gujarat,,2022,4,1522,2134893.0
Gujarat,,2022,4,1428,2034588.0
Gujarat,,2022,4,837,1221962.0
Gujarat,,2022,4,806,1117875.0
Gujarat,,2023,1,8530,11389837.0
Gujarat,,2023,1,8426,9641022.0
Gujarat,,2023,1,1954,3124485.0
Gujarat,,2023,1,1601,2385641.0
Gujarat,,2023,1,1434,2301774.0
Gujarat,,2023,1,1315,1898195.0
Gujarat,,2023,1,1288,2310699.0
Gujarat,,2023,1,1216,1826288.0
Gujarat,,2023,1,657,955529.0
Gujarat,,2023,1,622,1242341.0
Gujarat,,2023,2,9078,11920370.0
Gujarat,,2023,2,6993,8153676.0
Gujarat,,2023,2,2055,3482569.0
Gujarat,,2023,2,1718,2477120.0
Gujarat,,2023,2,1496,2467953.0
Gujarat,,2023,2,1427,2277522.0
Gujarat,,2023,2,1366,1915160.0
Gujarat,,2023,2,1114,1801068.0
Gujarat,,2023,2,767,873266.0
Gujarat,,2023,2,690,1193324.0
Gujarat,,2023,3,13645,16204152.0
Gujarat,,2023,3,13306,13249715.0
Gujarat,,2023,3,2630,3955251.0
Gujarat,,2023,3,2289,3157047.0
Gujarat,,2023,3,2270,3606515.0
Gujarat,,2023,3,2111,2799676.0
Gujarat,,2023,3,1912,2584154.0
Gujarat,,2023,3,1777,2345201.0
Gujarat,,2023,3,1099,1299978.0
Gujarat,,2023,3,940,1540747.0
Gujarat,,2023,4,10344,16047139.0
Gujarat,,2023,4,8196,11477882.0
Gujarat,,2023,4,2756,4865088.0
Gujarat,,2023,4,2109,3364383.0
Gujarat,,2023,4,2030,3301560.0
Gujarat,,2023,4,1972,2767311.0
Gujarat,,2023,4,1952,3618581.0
Gujarat,,2023,4,1750,2901972.0
Gujarat,,2023,4,971,1371224.0
Gujarat,,2023,4,955,1817338.0
Gujarat,,2024,1,10018,14364566.0
Gujarat,,2024,1,9277,10645109.0
Gujarat,,2024,1,2674,4324591.0
Gujarat,,2024,1,2612,3794409.0
Gujarat,,2024,1,2270,2841893.0
Gujarat,,2024,1,2218,3196463.0
Gujarat,,2024,1,2022,3022124.0
Gujarat,,2024,1,1991,3417398.0
Gujarat,,2024,1,1155,1457558.0
Gujarat,,2024,1,1088,1661780.0
Gujarat,,2024,2,10341,15547955.0
Gujarat,,2024,2,9120,11220662.0
Gujarat,,2024,2,3116,4171290.0
Gujarat,,2024,2,2706,4644588.0
Gujarat,,2024,2,2146,2785372.0
Gujarat,,2024,2,1985,3217376.0
Gujarat,,2024,2,1967,3083166.0
Gujarat,,2024,2,1711,2452287.0
Gujarat,,2024,2,1110,1430220.0
Gujarat,,2024,2,1075,1816483.0
Gujarat,,2024,3,12184,17553288.0
Gujarat,,2024,3,9244,11486994.0
Gujarat,,2024,3,2935,4371113.0
Gujarat,,2024,3,2679,4369142.0
Gujarat,,2024,3,2386,4058142.0
Gujarat,,2024,3,2218,3200203.0
Gujarat,,2024,3,1905,2794216.0
Gujarat,,2024,3,1768,2801543.0
Gujarat,,2024,3,1168,1635336.0
Gujarat,,2024,3,1087,1969857.0
Gujarat,,2024,4,18268,25165090.0
Gujarat,,2024,4,11616,14897974.0
Gujarat,,2024,4,3682,5459568.0
Gujarat,,2024,4,3482,5748869.0
Gujarat,,2024,4,3082,5330046.0
Gujarat,,2024,4,2601,4056897.0
Gujarat,,2024,4,2511,3190903.0
Gujarat,,2024,4,2348,3655512.0
Gujarat,,2024,4,1544,1903033.0
Gujarat,,2024,4,1458,2462736.0
Haryana,,2020,2,2571,438481.0
Haryana,,2020,2,1051,189308.0
Haryana,,2020,2,343,69983.0
Haryana,,2020,2,303,52030.0
Haryana,,2020,2,297,53337.0
Haryana,,2020,2,210,43359.0
Haryana,,2020,2,204,40299.0
Haryana,,2020,2,191,43269.0
Haryana,,2020,2,191,36813.0
Haryana,,2020,2,130,28921.0
Haryana,,2020,3,1999,454846.0
Haryana,,2020,3,1144,297042.0
Haryana,,2020,3,483,135250.0
Haryana,,2020,3,361,114981.0
Haryana,,2020,3,296,79561.0
Haryana,,2020,3,278,77076.0
Haryana,,2020,3,258,65067.0
Haryana,,2020,3,242,70683.0
Haryana,,2020,3,237,61501.0
Haryana,,2020,3,232,63907.0
Haryana,,2020,4,2380,1626450.0
Haryana,,2020,4,1370,1022011.0
Haryana,,2020,4,639,442173.0
Haryana,,2020,4,393,324264.0
Haryana,,2020,4,374,243421.0
Haryana,,2020,4,357,304138.0
Haryana,,2020,4,295,205874.0
Haryana,,2020,4,271,184572.0
Haryana,,2020,4,265,148352.0
Haryana,,2020,4,257,204503.0
Haryana,,2021,1,3377,2003697.0
Haryana,,2021,1,1845,1250394.0
Haryana,,2021,1,757,485758.0
Haryana,,2021,1,499,324109.0
Haryana,,2021,1,493,389233.0
Haryana,,2021,1,428,245026.0
Haryana,,2021,1,386,239181.0
Haryana,,2021,1,339,211754.0
Haryana,,2021,1,317,272445.0
Haryana,,2021,1,312,284433.0
Haryana,,2021,2,3238,2521099.0
Haryana,,2021,2,1707,1330963.0
Haryana,,2021,2,1001,900929.0
Haryana,,2021,2,739,843265.0
Haryana,,2021,2,683,636895.0
Haryana,,2021,2,502,622610.0
Haryana,,2021,2,463,488282.0
Haryana,,2021,2,457,396928.0
Haryana,,2021,2,457,499261.0
Haryana,,2021,2,424,442945.0
Haryana,,2021,3,4501,3651728.0
Haryana,,2021,3,1957,1608197.0
Haryana,,2021,3,960,921840.0
Haryana,,2021,3,673,772054.0
Haryana,,2021,3,600,562880.0
Haryana,,2021,3,522,513232.0
Haryana,,2021,3,509,659985.0
Haryana,,2021,3,458,471344.0
Haryana,,2021,3,458,395742.0
Haryana,,2021,3,431,484147.0
Haryana,,2021,4,5951,6492219.0
Haryana,,2021,4,3250,3581730.0
Haryana,,2021,4,1182,1635811.0
Haryana,,2021,4,1000,1514842.0
Haryana,,2021,4,848,1322079.0
Haryana,,2021,4,717,1163784.0
Haryana,,2021,4,669,1016832.0
Haryana,,2021,4,600,903045.0
Haryana,,2021,4,577,747027.0
Haryana,,2021,4,557,1036418.0
Haryana,,2022,1,6642,8138262.0
Haryana,,2022,1,3517,4282216.0
Haryana,,2022,1,1254,1910239.0
Haryana,,2022,1,1178,1965399.0
Haryana,,2022,1,869,1532926.0
Haryana,,2022,1,855,1334248.0
Haryana,,2022,1,850,1119397.0
Haryana,,2022,1,836,1302980.0
Haryana,,2022,1,806,1239244.0
Haryana,,2022,1,675,1004950.0
Haryana,,2022,2,6554,7627997.0
Haryana,,2022,2,3527,4157319.0
Haryana,,2022,2,1449,2050909.0
Haryana,,2022,2,1227,2016582.0
Haryana,,2022,2,1141,1695856.0
Haryana,,2022,2,1030,1355321.0
Haryana,,2022,2,987,1449163.0
Haryana,,2022,2,931,1348492.0
Haryana,,2022,2,908,1318503.0
Haryana,,2022,2,901,1294206.0
Haryana,,2022,3,10085,10744733.0
Haryana,,2022,3,4789,5313116.0
Haryana,,2022,3,1838,2341723.0
Haryana,,2022,3,1657,2565808.0
Haryana,,2022,3,1516,2224226.0
Haryana,,2022,3,1451,2211785.0
Haryana,,2022,3,1432,1773022.0
Haryana,,2022,3,1242,1806212.0
Haryana,,2022,3,1150,1799811.0
Haryana,,2022,3,1147,1597842.0
Haryana,,2022,4,11347,14333166.0
Haryana,,2022,4,5980,7492688.0
Haryana,,2022,4,1987,2881000.0
Haryana,,2022,4,1969,3340650.0
Haryana,,2022,4,1582,2713177.0
Haryana,,2022,4,1413,2309773.0
Haryana,,2022,4,1375,2059529.0
Haryana,,2022,4,1355,2305432.0
Haryana,,2022,4,1211,1666096.0
Haryana,,2022,4,1113,2024575.0
Haryana,,2023,1,10981,15057940.0
Haryana,,2023,1,5728,7830067.0
Haryana,,2023,1,2090,3545685.0
Haryana,,2023,1,1988,3178735.0
Haryana,,2023,1,1780,3324135.0
Haryana,,2023,1,1432,2772611.0
Haryana,,2023,1,1273,2377291.0
Haryana,,2023,1,1190,1891460.0
Haryana,,2023,1,1119,2173782.0
Haryana,,2023,1,1034,1859227.0
Haryana,,2023,2,11759,15891257.0
Haryana,,2023,2,5775,7426519.0
Haryana,,2023,2,2301,3295937.0
Haryana,,2023,2,2201,3727277.0
Haryana,,2023,2,2089,3563822.0
Haryana,,2023,2,1683,2751393.0
Haryana,,2023,2,1548,2298671.0
Haryana,,2023,2,1425,2386384.0
Haryana,,2023,2,1312,2316706.0
Haryana,,2023,2,1272,2111956.0
Haryana,,2023,3,13467,16796070.0
Haryana,,2023,3,6299,7830941.0
Haryana,,2023,3,2303,3251849.0
Haryana,,2023,3,1998,3234041.0
Haryana,,2023,3,1931,3178279.0
Haryana,,2023,3,1713,2369450.0
Haryana,,2023,3,1610,2671111.0
Haryana,,2023,3,1574,2126635.0
Haryana,,2023,3,1425,2349687.0
Haryana,,2023,3,1187,1847464.0
Haryana,,2023,4,14118,20950373.0
Haryana,,2023,4,7244,10321129.0
Haryana,,2023,4,2540,4615327.0
Haryana,,2023,4,2370,4304743.0
Haryana,,2023,4,2040,3606286.0
Haryana,,2023,4,1999,3705402.0
Haryana,,2023,4,1919,3130020.0
Haryana,,2023,4,1541,2892015.0
Haryana,,2023,4,1439,2523209.0
Haryana,,2023,4,1422,2515568.0
Haryana,,2024,1,14505,21783690.0
Haryana,,2024,1,7236,10275823.0
Haryana,,2024,1,3110,4640986.0
Haryana,,2024,1,2578,4420850.0
Haryana,,2024,1,2290,3652995.0
Haryana,,2024,1,2257,4098922.0
Haryana,,2024,1,1875,2690679.0
Haryana,,2024,1,1738,3167356.0
Haryana,,2024,1,1650,2866805.0
Haryana,,2024,1,1573,2899134.0
Haryana,,2024,2,12964,18926670.0
Haryana,,2024,2,6154,8987725.0
Haryana,,2024,2,2772,4028981.0
Haryana,,2024,2,2312,3912847.0
Haryana,,2024,2,2224,3926907.0
Haryana,,2024,2,2041,3443218.0
Haryana,,2024,2,1700,2446471.0
Haryana,,2024,2,1651,3142822.0
Haryana,,2024,2,1544,2636029.0
Haryana,,2024,2,1383,2595393.0
Haryana,,2024,3,14956,21502434.0
Haryana,,2024,3,6523,9267676.0
Haryana,,2024,3,3002,4363318.0
Haryana,,2024,3,2558,4389086.0
Haryana,,2024,3,2396,4055598.0
Haryana,,2024,3,2195,3617149.0
Haryana,,2024,3,1758,2639675.0
Haryana,,2024,3,1733,3087076.0
Haryana,,2024,3,1635,2539565.0
Haryana,,2024,3,1326,2212434.0
Haryana,,2024,4,16973,25145012.0
Haryana,,2024,4,8261,11419458.0
Haryana,,2024,4,4037,6018179.0
Haryana,,2024,4,3330,5335496.0
Haryana,,2024,4,2630,4460177.0
Haryana,,2024,4,2396,4349181.0
Haryana,,2024,4,2112,3678163.0
Haryana,,2024,4,2026,3004028.0
Haryana,,2024,4,1824,2933025.0
Haryana,,2024,4,1693,2967792.0
Himachal Pradesh,,2020,2,97,19714.0
Himachal Pradesh,,2020,2,80,11543.0
Himachal Pradesh,,2020,2,54,10723.0
Himachal Pradesh,,2020,2,44,8364.0
Himachal Pradesh,,2020,2,38,9269.0
Himachal Pradesh,,2020,2,31,6714.0
Himachal Pradesh,,2020,2,19,4111.0
Himachal Pradesh,,2020,2,11,2712.0
Himachal Pradesh,,2020,2,11,2651.0
Himachal Pradesh,,2020,2,4,1447.0
Himachal Pradesh,,2020,3,132,38040.0
Himachal Pradesh,,2020,3,89,26682.0
Himachal Pradesh,,2020,3,74,26993.0
Himachal Pradesh,,2020,3,58,21176.0
Himachal Pradesh,,2020,3,39,10928.0
Himachal Pradesh,,2020,3,34,14714.0
Himachal Pradesh,,2020,3,31,6127.0
Himachal Pradesh,,2020,3,25,8139.0
Himachal Pradesh,,2020,3,17,4750.0
Himachal Pradesh,,2020,3,14,4150.0
Himachal Pradesh,,2020,4,162,88870.0
Himachal Pradesh,,2020,4,153,166625.0
Himachal Pradesh,,2020,4,74,57412.0
Himachal Pradesh,,2020,4,73,83521.0
Himachal Pradesh,,2020,4,59,57764.0
Himachal Pradesh,,2020,4,51,48891.0
Himachal Pradesh,,2020,4,50,47332.0
Himachal Pradesh,,2020,4,29,20481.0
Himachal Pradesh,,2020,4,19,14390.0
Himachal Pradesh,,2020,4,19,16248.0
Himachal Pradesh,,2021,1,248,140127.0
Himachal Pradesh,,2021,1,214,225446.0
Himachal Pradesh,,2021,1,116,82328.0
Himachal Pradesh,,2021,1,97,96526.0
Himachal Pradesh,,2021,1,84,121562.0
Himachal Pradesh,,2021,1,82,57506.0
Himachal Pradesh,,2021,1,67,61213.0
Himachal Pradesh,,2021,1,58,22094.0
Himachal Pradesh,,2021,1,43,38469.0
Himachal Pradesh,,2021,1,41,44528.0
Himachal Pradesh,,2021,2,243,196231.0
Himachal Pradesh,,2021,2,233,344261.0
Himachal Pradesh,,2021,2,135,197249.0
Himachal Pradesh,,2021,2,117,118778.0
Himachal Pradesh,,2021,2,107,115857.0
Himachal Pradesh,,2021,2,86,146075.0
Himachal Pradesh,,2021,2,75,45639.0
Himachal Pradesh,,2021,2,68,66886.0
Himachal Pradesh,,2021,2,65,86930.0
Himachal Pradesh,,2021,2,59,60257.0
Himachal Pradesh,,2021,3,391,390500.0
Himachal Pradesh,,2021,3,362,662048.0
Himachal Pradesh,,2021,3,168,138495.0
Himachal Pradesh,,2021,3,137,189891.0
Himachal Pradesh,,2021,3,133,198322.0
Himachal Pradesh,,2021,3,133,167321.0
Himachal Pradesh,,2021,3,125,200257.0
Himachal Pradesh,,2021,3,97,143442.0
Himachal Pradesh,,2021,3,95,174175.0
Himachal Pradesh,,2021,3,87,119346.0
Himachal Pradesh,,2021,4,535,1087881.0
Himachal Pradesh,,2021,4,506,677171.0
Himachal Pradesh,,2021,4,245,489125.0
Himachal Pradesh,,2021,4,234,454797.0
Himachal Pradesh,,2021,4,216,461966.0
Himachal Pradesh,,2021,4,196,327046.0
Himachal Pradesh,,2021,4,192,487857.0
Himachal Pradesh,,2021,4,116,195467.0
Himachal Pradesh,,2021,4,97,207502.0
Himachal Pradesh,,2021,4,96,184684.0
Himachal Pradesh,,2022,1,674,1204389.0
Himachal Pradesh,,2022,1,552,852367.0
Himachal Pradesh,,2022,1,312,604752.0
Himachal Pradesh,,2022,1,253,503526.0
Himachal Pradesh,,2022,1,198,383701.0
Himachal Pradesh,,2022,1,189,424112.0
Himachal Pradesh,,2022,1,180,482453.0
Himachal Pradesh,,2022,1,165,277194.0
Himachal Pradesh,,2022,1,108,196856.0
Himachal Pradesh,,2022,1,101,184037.0
Himachal Pradesh,,2022,2,669,1348463.0
Himachal Pradesh,,2022,2,556,859012.0
Himachal Pradesh,,2022,2,251,500409.0
Himachal Pradesh,,2022,2,239,479368.0
Himachal Pradesh,,2022,2,230,450565.0
Himachal Pradesh,,2022,2,221,489594.0
Himachal Pradesh,,2022,2,218,341033.0
Himachal Pradesh,,2022,2,159,305767.0
Himachal Pradesh,,2022,2,154,274749.0
Himachal Pradesh,,2022,2,93,213842.0
Himachal Pradesh,,2022,3,823,1348052.0
Himachal Pradesh,,2022,3,805,1176468.0
Himachal Pradesh,,2022,3,322,498374.0
Himachal Pradesh,,2022,3,301,550440.0
Himachal Pradesh,,2022,3,295,570328.0
Himachal Pradesh,,2022,3,293,588312.0
Himachal Pradesh,,2022,3,230,358128.0
Himachal Pradesh,,2022,3,217,379656.0
Himachal Pradesh,,2022,3,156,300504.0
Himachal Pradesh,,2022,3,138,266328.0
Himachal Pradesh,,2022,4,1085,2218111.0
Himachal Pradesh,,2022,4,1009,1741427.0
Himachal Pradesh,,2022,4,432,710927.0
Himachal Pradesh,,2022,4,359,728113.0
Himachal Pradesh,,2022,4,353,682027.0
Himachal Pradesh,,2022,4,341,854465.0
Himachal Pradesh,,2022,4,310,725635.0
Himachal Pradesh,,2022,4,249,459421.0
Himachal Pradesh,,2022,4,175,371574.0
Himachal Pradesh,,2022,4,174,346816.0
Himachal Pradesh,,2023,1,950,1883388.0
Himachal Pradesh,,2023,1,812,1428093.0
Himachal Pradesh,,2023,1,375,732159.0
Himachal Pradesh,,2023,1,350,684183.0
Himachal Pradesh,,2023,1,334,801571.0
Himachal Pradesh,,2023,1,264,633837.0
Himachal Pradesh,,2023,1,253,621486.0
Himachal Pradesh,,2023,1,242,418898.0
Himachal Pradesh,,2023,1,189,310035.0
Himachal Pradesh,,2023,1,108,212666.0
Himachal Pradesh,,2023,2,979,2087628.0
Himachal Pradesh,,2023,2,878,1427609.0
Himachal Pradesh,,2023,2,373,750098.0
Himachal Pradesh,,2023,2,371,718811.0
Himachal Pradesh,,2023,2,351,883035.0
Himachal Pradesh,,2023,2,299,645275.0
Himachal Pradesh,,2023,2,289,518018.0
Himachal Pradesh,,2023,2,229,406428.0
Himachal Pradesh,,2023,2,227,566436.0
Himachal Pradesh,,2023,2,144,317410.0
Himachal Pradesh,,2023,3,998,2023047.0
Himachal Pradesh,,2023,3,825,1315793.0
Himachal Pradesh,,2023,3,375,780271.0
Himachal Pradesh,,2023,3,347,642000.0
Himachal Pradesh,,2023,3,303,659502.0
Himachal Pradesh,,2023,3,276,506882.0
Himachal Pradesh,,2023,3,264,718409.0
Himachal Pradesh,,2023,3,202,333469.0
Himachal Pradesh,,2023,3,141,345402.0
Himachal Pradesh,,2023,3,133,306144.0
Himachal Pradesh,,2023,4,1319,3070701.0
Himachal Pradesh,,2023,4,1075,2115674.0
Himachal Pradesh,,2023,4,460,988869.0
Himachal Pradesh,,2023,4,437,976800.0
Himachal Pradesh,,2023,4,430,1051722.0
Himachal Pradesh,,2023,4,381,917948.0
Himachal Pradesh,,2023,4,373,1041293.0
Himachal Pradesh,,2023,4,287,512946.0
Himachal Pradesh,,2023,4,205,555859.0
Himachal Pradesh,,2023,4,185,478990.0
Himachal Pradesh,,2024,1,1303,2449390.0
Himachal Pradesh,,2024,1,1127,1883899.0
Himachal Pradesh,,2024,1,519,923526.0
Himachal Pradesh,,2024,1,451,869363.0
Himachal Pradesh,,2024,1,405,923693.0
Himachal Pradesh,,2024,1,404,937473.0
Himachal Pradesh,,2024,1,371,817480.0
Himachal Pradesh,,2024,1,340,559835.0
Himachal Pradesh,,2024,1,270,545030.0
Himachal Pradesh,,2024,1,195,429266.0
Himachal Pradesh,,2024,2,1292,2408760.0
Himachal Pradesh,,2024,2,1001,1677733.0
Himachal Pradesh,,2024,2,444,1032380.0
Himachal Pradesh,,2024,2,438,921989.0
Himachal Pradesh,,2024,2,416,777099.0
Himachal Pradesh,,2024,2,397,804090.0
Himachal Pradesh,,2024,2,330,535510.0
Himachal Pradesh,,2024,2,325,624562.0
Himachal Pradesh,,2024,2,272,548077.0
Himachal Pradesh,,2024,2,204,454795.0
Himachal Pradesh,,2024,3,1280,2577841.0
Himachal Pradesh,,2024,3,1024,1885481.0
Himachal Pradesh,,2024,3,495,920841.0
Himachal Pradesh,,2024,3,469,988997.0
Himachal Pradesh,,2024,3,464,790427.0
Himachal Pradesh,,2024,3,402,999227.0
Himachal Pradesh,,2024,3,367,763355.0
Himachal Pradesh,,2024,3,294,538361.0
Himachal Pradesh,,2024,3,210,500823.0
Himachal Pradesh,,2024,3,186,409446.0
Himachal Pradesh,,2024,4,1686,3420558.0
Himachal Pradesh,,2024,4,1311,2240286.0
Himachal Pradesh,,2024,4,620,1310194.0
Himachal Pradesh,,2024,4,569,1416469.0
Himachal Pradesh,,2024,4,521,1111164.0
Himachal Pradesh,,2024,4,505,1250921.0
Himachal Pradesh,,2024,4,488,1033480.0
Himachal Pradesh,,2024,4,377,761585.0
Himachal Pradesh,,2024,4,267,662116.0
Himachal Pradesh,,2024,4,257,558743.0
Jammu & Kashmir,,2020,2,90,20793.0
Jammu & Kashmir,,2020,2,15,3721.0
Jammu & Kashmir,,2020,2,13,3764.0
Jammu & Kashmir,,2020,2,12,2538.0
Jammu & Kashmir,,2020,2,11,1669.0
Jammu & Kashmir,,2020,2,10,1961.0
Jammu & Kashmir,,2020,2,9,2171.0
Jammu & Kashmir,,2020,2,8,2309.0
Jammu & Kashmir,,2020,2,7,1356.0
Jammu & Kashmir,,2020,2,6,1637.0
Jammu & Kashmir,,2020,3,178,57768.0
Jammu & Kashmir,,2020,3,37,12500.0
Jammu & Kashmir,,2020,3,31,7873.0
Jammu & Kashmir,,2020,3,26,7652.0
Jammu & Kashmir,,2020,3,25,6856.0
Jammu & Kashmir,,2020,3,23,6888.0
Jammu & Kashmir,,2020,3,18,4443.0
Jammu & Kashmir,,2020,3,15,2284.0
Jammu & Kashmir,,2020,3,15,5610.0
Jammu & Kashmir,,2020,3,14,5059.0
Jammu & Kashmir,,2020,4,220,234831.0
Jammu & Kashmir,,2020,4,55,52801.0
Jammu & Kashmir,,2020,4,48,71117.0
Jammu & Kashmir,,2020,4,42,48827.0
Jammu & Kashmir,,2020,4,39,38569.0
Jammu & Kashmir,,2020,4,34,26958.0
Jammu & Kashmir,,2020,4,29,26838.0
Jammu & Kashmir,,2020,4,26,21107.0
Jammu & Kashmir,,2020,4,26,47506.0
Jammu & Kashmir,,2020,4,23,26902.0
Jammu & Kashmir,,2021,1,330,366886.0
Jammu & Kashmir,,2021,1,168,244079.0
Jammu & Kashmir,,2021,1,74,114276.0
Jammu & Kashmir,,2021,1,53,89002.0
Jammu & Kashmir,,2021,1,53,70708.0
Jammu & Kashmir,,2021,1,49,58092.0
Jammu & Kashmir,,2021,1,46,90513.0
Jammu & Kashmir,,2021,1,45,117749.0
Jammu & Kashmir,,2021,1,38,51363.0
Jammu & Kashmir,,2021,1,38,48723.0
Jammu & Kashmir,,2021,2,371,621718.0
Jammu & Kashmir,,2021,2,134,78764.0
Jammu & Kashmir,,2021,2,85,144589.0
Jammu & Kashmir,,2021,2,71,114207.0
Jammu & Kashmir,,2021,2,70,92975.0
Jammu & Kashmir,,2021,2,65,100030.0
Jammu & Kashmir,,2021,2,42,82595.0
Jammu & Kashmir,,2021,2,42,75622.0
Jammu & Kashmir,,2021,2,41,73783.0
Jammu & Kashmir,,2021,2,40,61758.0
Jammu & Kashmir,,2021,3,475,624158.0
Jammu & Kashmir,,2021,3,118,86114.0
Jammu & Kashmir,,2021,3,98,168234.0
Jammu & Kashmir,,2021,3,94,170249.0
Jammu & Kashmir,,2021,3,92,134313.0
Jammu & Kashmir,,2021,3,84,115627.0
Jammu & Kashmir,,2021,3,79,135519.0
Jammu & Kashmir,,2021,3,74,147231.0
Jammu & Kashmir,,2021,3,50,47443.0
Jammu & Kashmir,,2021,3,39,61196.0
Jammu & Kashmir,,2021,4,918,1563386.0
Jammu & Kashmir,,2021,4,628,483043.0
Jammu & Kashmir,,2021,4,193,460213.0
Jammu & Kashmir,,2021,4,155,414820.0
Jammu & Kashmir,,2021,4,154,170478.0
Jammu & Kashmir,,2021,4,151,264155.0
Jammu & Kashmir,,2021,4,150,298729.0
Jammu & Kashmir,,2021,4,115,214708.0
Jammu & Kashmir,,2021,4,108,174710.0
Jammu & Kashmir,,2021,4,81,171652.0
Jammu & Kashmir,,2022,1,974,1927670.0
Jammu & Kashmir,,2022,1,399,734819.0
Jammu & Kashmir,,2022,1,356,523325.0
Jammu & Kashmir,,2022,1,265,464390.0
Jammu & Kashmir,,2022,1,252,394334.0
Jammu & Kashmir,,2022,1,184,442387.0
Jammu & Kashmir,,2022,1,171,348488.0
Jammu & Kashmir,,2022,1,142,306421.0
Jammu & Kashmir,,2022,1,141,336914.0
Jammu & Kashmir,,2022,1,119,223541.0
Jammu & Kashmir,,2022,2,1181,1988901.0
Jammu & Kashmir,,2022,2,528,967474.0
Jammu & Kashmir,,2022,2,263,539003.0
Jammu & Kashmir,,2022,2,259,512454.0
Jammu & Kashmir,,2022,2,208,380723.0
Jammu & Kashmir,,2022,2,204,445358.0
Jammu & Kashmir,,2022,2,199,408613.0
Jammu & Kashmir,,2022,2,193,322630.0
Jammu & Kashmir,,2022,2,180,366809.0
Jammu & Kashmir,,2022,2,142,273241.0
Jammu & Kashmir,,2022,3,1674,2443103.0
Jammu & Kashmir,,2022,3,504,908586.0
Jammu & Kashmir,,2022,3,342,529015.0
Jammu & Kashmir,,2022,3,292,442303.0
Jammu & Kashmir,,2022,3,266,394002.0
Jammu & Kashmir,,2022,3,251,519645.0
Jammu & Kashmir,,2022,3,219,442368.0
Jammu & Kashmir,,2022,3,162,308696.0
Jammu & Kashmir,,2022,3,140,247331.0
Jammu & Kashmir,,2022,3,139,303672.0
Jammu & Kashmir,,2022,4,1879,3260604.0
Jammu & Kashmir,,2022,4,471,926220.0
Jammu & Kashmir,,2022,4,356,656320.0
Jammu & Kashmir,,2022,4,286,561757.0
Jammu & Kashmir,,2022,4,273,607958.0
Jammu & Kashmir,,2022,4,254,545133.0
Jammu & Kashmir,,2022,4,186,484368.0
