state,district,year,quarter,registered_users,app_opens
Madhya Pradesh,shivpuri district,2021,4,279745,15194316
Madhya Pradesh,gwalior district,2021,4,866561,37156850
Madhya Pradesh,anuppur district,2021,4,140817,7245537
Madhya Pradesh,agar malwa district,2021,4,116711,7478552
Madhya Pradesh,ashoknagar district,2021,4,138555,7568285
Madhya Pradesh,sagar district,2021,4,538447,23166608
Madhya Pradesh,niwari district,2021,4,60568,2702448
Madhya Pradesh,rewa district,2021,4,500513,22443034
Madhya Pradesh,shajapur district,2021,4,236918,14506010
Madhya Pradesh,ujjain district,2021,4,639197,33583390
Madhya Pradesh,bhind district,2021,4,304654,12277081
Madhya Pradesh,tikamgarh district,2021,4,153468,7302744
Madhya Pradesh,seoni district,2021,4,254057,13780511
Madhya Pradesh,harda district,2021,4,124528,6342732
Madhya Pradesh,burhanpur district,2021,4,143490,7214848
Madhya Pradesh,damoh district,2021,4,188719,7734176
Madhya Pradesh,bhopal district,2021,4,1633266,93931993
Madhya Pradesh,jhabua district,2021,4,123245,6502753
Madhya Pradesh,dhar district,2021,4,519970,32607060
Madhya Pradesh,guna district,2021,4,321685,16280589
Madhya Pradesh,east nimar district,2021,4,247780,13878939
Madhya Pradesh,chhindwara district,2021,4,495990,25711745
Madhya Pradesh,umaria district,2021,4,96803,4944557
Madhya Pradesh,mandla district,2021,4,155589,7086912
Madhya Pradesh,indore district,2021,4,2164101,120836112
Madhya Pradesh,shahdol district,2021,4,206601,11162981
Madhya Pradesh,ratlam district,2021,4,387771,18837420
Madhya Pradesh,panna district,2021,4,125727,6055168
Madhya Pradesh,chhatarpur district,2021,4,319122,12573269
Madhya Pradesh,morena district,2022,1,388876,21768637
Madhya Pradesh,alirajpur district,2022,1,61920,11727737
Madhya Pradesh,sehore district,2022,1,430004,49205647
Madhya Pradesh,rajgarh district,2022,1,367926,62421064
Madhya Pradesh,khargone district,2022,1,376319,48347724
Madhya Pradesh,satna district,2022,1,488378,33592833
Madhya Pradesh,narsinghpur district,2022,1,282944,25561900
Madhya Pradesh,jabalpur district,2022,1,844191,24394123
Madhya Pradesh,hoshangabad district,2022,1,366938,29354309
Madhya Pradesh,vidisha district,2022,1,367348,46490241
Madhya Pradesh,balaghat district,2022,1,370280,39414533
Madhya Pradesh,singrauli district,2022,1,295276,40994249
Madhya Pradesh,betul district,2022,1,377802,49890477
Madhya Pradesh,sidhi district,2022,1,185333,24215691
Madhya Pradesh,datia district,2022,1,142528,13244758
Madhya Pradesh,dewas district,2022,1,474588,48508371
Madhya Pradesh,sheopur district,2022,1,100534,15536400
Madhya Pradesh,neemuch district,2022,1,239780,21877459
Madhya Pradesh,raisen district,2022,1,362669,49467462
Madhya Pradesh,mandsaur district,2022,1,377419,36819711
Madhya Pradesh,barwani district,2022,1,183591,32086865
Madhya Pradesh,katni district,2022,1,260231,20065734
Madhya Pradesh,dindori district,2022,1,89318,22224905
Madhya Pradesh,shivpuri district,2022,1,299591,47644691
Madhya Pradesh,gwalior district,2022,1,919789,21816530
Madhya Pradesh,anuppur district,2022,1,150308,19714961
Madhya Pradesh,agar malwa district,2022,1,125155,22711095
Madhya Pradesh,ashoknagar district,2022,1,148280,26154858
Madhya Pradesh,sagar district,2022,1,573791,48260052
Madhya Pradesh,niwari district,2022,1,64887,6027694
Madhya Pradesh,rewa district,2022,1,533627,33192405
Madhya Pradesh,shajapur district,2022,1,253170,28919127
Madhya Pradesh,ujjain district,2022,1,680599,45055866
Madhya Pradesh,bhind district,2022,1,325633,20919839
Madhya Pradesh,tikamgarh district,2022,1,164789,19731880
Madhya Pradesh,seoni district,2022,1,271212,49526971
Madhya Pradesh,harda district,2022,1,132707,15830168
Madhya Pradesh,burhanpur district,2022,1,152924,15045980
Madhya Pradesh,damoh district,2022,1,201320,24840452
Madhya Pradesh,bhopal district,2022,1,1729248,31263898
Madhya Pradesh,jhabua district,2022,1,132178,21880765
Madhya Pradesh,dhar district,2022,1,554545,57969630
Madhya Pradesh,guna district,2022,1,343862,38333265
Madhya Pradesh,east nimar district,2022,1,264991,37995487
Madhya Pradesh,chhindwara district,2022,1,528140,65934049
Madhya Pradesh,umaria district,2022,1,103376,18472993
Madhya Pradesh,mandla district,2022,1,166586,27363618
Madhya Pradesh,indore district,2022,1,2291709,46090777
Madhya Pradesh,shahdol district,2022,1,220235,28376385
Madhya Pradesh,ratlam district,2022,1,413474,36019214
Madhya Pradesh,panna district,2022,1,134571,23797099
Madhya Pradesh,chhatarpur district,2022,1,341257,32165896
Madhya Pradesh,morena district,2022,2,412027,25371349
Madhya Pradesh,alirajpur district,2022,2,65571,15300969
Madhya Pradesh,sehore district,2022,2,454731,54822706
Madhya Pradesh,rajgarh district,2022,2,390496,68113161
Madhya Pradesh,khargone district,2022,2,397821,59733754
Madhya Pradesh,satna district,2022,2,516107,37628973
Madhya Pradesh,narsinghpur district,2022,2,298700,26169243
Madhya Pradesh,jabalpur district,2022,2,889518,27216327
Madhya Pradesh,hoshangabad district,2022,2,387536,37197974
Madhya Pradesh,vidisha district,2022,2,388442,53026458
Madhya Pradesh,balaghat district,2022,2,391383,45171692
Madhya Pradesh,singrauli district,2022,2,312534,45373259
Madhya Pradesh,betul district,2022,2,399176,58096392
Madhya Pradesh,sidhi district,2022,2,196329,28025577
Madhya Pradesh,datia district,2022,2,150774,15523129
Madhya Pradesh,dewas district,2022,2,501534,54677620
Madhya Pradesh,sheopur district,2022,2,106402,16991479
Madhya Pradesh,neemuch district,2022,2,253877,24434188
Madhya Pradesh,raisen district,2022,2,383364,57331676
Madhya Pradesh,mandsaur district,2022,2,400096,40440643
Madhya Pradesh,barwani district,2022,2,194224,39803106
Madhya Pradesh,katni district,2022,2,274971,22526876
Madhya Pradesh,dindori district,2022,2,94425,25676977
Madhya Pradesh,shivpuri district,2022,2,317649,53953678
Madhya Pradesh,gwalior district,2022,2,970340,24362874
Madhya Pradesh,anuppur district,2022,2,159037,21223816
Madhya Pradesh,agar malwa district,2022,2,132817,24914518
Madhya Pradesh,ashoknagar district,2022,2,156794,26980521
Madhya Pradesh,sagar district,2022,2,605733,54155963
Madhya Pradesh,niwari district,2022,2,68906,6303748
Madhya Pradesh,rewa district,2022,2,564327,38642979
Madhya Pradesh,shajapur district,2022,2,268228,30252112
Madhya Pradesh,ujjain district,2022,2,719339,48193387
Madhya Pradesh,bhind district,2022,2,345153,26268517
Madhya Pradesh,tikamgarh district,2022,2,174899,21087772
Madhya Pradesh,seoni district,2022,2,286648,56031826
Madhya Pradesh,harda district,2022,2,140211,20398665
Madhya Pradesh,burhanpur district,2022,2,161559,19056842
Madhya Pradesh,damoh district,2022,2,212717,28176780
Madhya Pradesh,bhopal district,2022,2,1820625,31358426
Madhya Pradesh,jhabua district,2022,2,140021,27315519
Madhya Pradesh,dhar district,2022,2,586670,68292994
Madhya Pradesh,guna district,2022,2,364137,44106363
Madhya Pradesh,east nimar district,2022,2,280660,44637219
Madhya Pradesh,chhindwara district,2022,2,557958,74250829
Madhya Pradesh,umaria district,2022,2,109416,20271349
Madhya Pradesh,mandla district,2022,2,176186,33770089
Madhya Pradesh,indore district,2022,2,2412576,45049827
Madhya Pradesh,shahdol district,2022,2,232570,31344146
Madhya Pradesh,ratlam district,2022,2,437346,37515472
Madhya Pradesh,panna district,2022,2,142521,29004914
Madhya Pradesh,chhatarpur district,2022,2,361336,37291459
Madhya Pradesh,morena district,2022,3,435365,29225681
Madhya Pradesh,alirajpur district,2022,3,69009,16877220
Madhya Pradesh,sehore district,2022,3,479372,53923607
Madhya Pradesh,rajgarh district,2022,3,412875,71480112
Madhya Pradesh,khargone district,2022,3,419471,71179836
Madhya Pradesh,satna district,2022,3,544011,38676527
Madhya Pradesh,narsinghpur district,2022,3,314303,26656335
Madhya Pradesh,jabalpur district,2022,3,935649,27371579
Madhya Pradesh,hoshangabad district,2022,3,408032,33285369
Madhya Pradesh,vidisha district,2022,3,409741,52919367
Madhya Pradesh,balaghat district,2022,3,412637,45695665
Madhya Pradesh,singrauli district,2022,3,329936,48468832
Madhya Pradesh,betul district,2022,3,420313,58352021
Madhya Pradesh,sidhi district,2022,3,206995,31410932
Madhya Pradesh,datia district,2022,3,158829,17977792
Madhya Pradesh,dewas district,2022,3,528609,58429919
Madhya Pradesh,sheopur district,2022,3,112197,21431237
Madhya Pradesh,neemuch district,2022,3,268121,29133456
Madhya Pradesh,raisen district,2022,3,404002,59864493
Madhya Pradesh,mandsaur district,2022,3,422561,47666481
Madhya Pradesh,barwani district,2022,3,204774,48429855
Madhya Pradesh,katni district,2022,3,289612,23958915
Madhya Pradesh,dindori district,2022,3,99562,24648232
Madhya Pradesh,shivpuri district,2022,3,335634,61750862
Madhya Pradesh,gwalior district,2022,3,1022539,28192045
Madhya Pradesh,anuppur district,2022,3,167443,20720517
Madhya Pradesh,agar malwa district,2022,3,140546,28616132
Madhya Pradesh,ashoknagar district,2022,3,165136,30387274
Madhya Pradesh,sagar district,2022,3,638100,56677931
Madhya Pradesh,niwari district,2022,3,72766,8289995
Madhya Pradesh,rewa district,2022,3,594588,37408250
Madhya Pradesh,shajapur district,2022,3,283357,31597403
Madhya Pradesh,ujjain district,2022,3,758373,50239625
Madhya Pradesh,bhind district,2022,3,364727,24809380
Madhya Pradesh,tikamgarh district,2022,3,185137,24758479
Madhya Pradesh,seoni district,2022,3,301695,56156395
Madhya Pradesh,harda district,2022,3,147408,16442271
Madhya Pradesh,burhanpur district,2022,3,170570,20701276
Madhya Pradesh,damoh district,2022,3,223787,31771825
Madhya Pradesh,bhopal district,2022,3,1915532,32150298
Madhya Pradesh,jhabua district,2022,3,147923,31857270
Madhya Pradesh,dhar district,2022,3,618777,73703546
Madhya Pradesh,guna district,2022,3,384769,50337317
Madhya Pradesh,east nimar district,2022,3,296196,48275500
Madhya Pradesh,chhindwara district,2022,3,587412,75662167
Madhya Pradesh,umaria district,2022,3,115138,20550481
Madhya Pradesh,mandla district,2022,3,185530,34015763
Madhya Pradesh,indore district,2022,3,2537328,47700154
Madhya Pradesh,shahdol district,2022,3,244785,32734482
Madhya Pradesh,ratlam district,2022,3,461592,42135446
Madhya Pradesh,panna district,2022,3,149974,29701061
Madhya Pradesh,chhatarpur district,2022,3,381482,41965141
Madhya Pradesh,morena district,2022,4,456927,23288133
Madhya Pradesh,alirajpur district,2022,4,71948,4870910
Madhya Pradesh,sehore district,2022,4,502032,38231076
Madhya Pradesh,rajgarh district,2022,4,432979,37459175
Madhya Pradesh,khargone district,2022,4,438987,34936817
Madhya Pradesh,satna district,2022,4,569320,27973155
Madhya Pradesh,narsinghpur district,2022,4,328345,17210311
Madhya Pradesh,jabalpur district,2022,4,980428,41846766
Madhya Pradesh,hoshangabad district,2022,4,427054,24906685
Madhya Pradesh,vidisha district,2022,4,428827,23185641
Madhya Pradesh,balaghat district,2022,4,432044,26396882
Madhya Pradesh,singrauli district,2022,4,345865,22272377
Madhya Pradesh,betul district,2022,4,438735,24111053
Madhya Pradesh,sidhi district,2022,4,216301,12604162
Madhya Pradesh,datia district,2022,4,166146,8629541
Madhya Pradesh,dewas district,2022,4,553297,43996983
Madhya Pradesh,sheopur district,2022,4,117173,7019627
Madhya Pradesh,neemuch district,2022,4,280695,17621309
Madhya Pradesh,raisen district,2022,4,422588,30548973
Madhya Pradesh,mandsaur district,2022,4,442210,28091170
Madhya Pradesh,barwani district,2022,4,213948,16755678
Madhya Pradesh,katni district,2022,4,302854,16500045
Madhya Pradesh,dindori district,2022,4,103662,6035734
Madhya Pradesh,shivpuri district,2022,4,351269,21500488
Madhya Pradesh,gwalior district,2022,4,1073648,45930098
Madhya Pradesh,anuppur district,2022,4,174706,9376305
Madhya Pradesh,agar malwa district,2022,4,147143,12762713
Madhya Pradesh,ashoknagar district,2022,4,172336,9899893
Madhya Pradesh,sagar district,2022,4,667526,33185928
Madhya Pradesh,niwari district,2022,4,76105,4051188
Madhya Pradesh,rewa district,2022,4,622122,30243159
Madhya Pradesh,shajapur district,2022,4,296780,22736814
Madhya Pradesh,ujjain district,2022,4,794711,52095488
Madhya Pradesh,bhind district,2022,4,382471,17531261
Madhya Pradesh,tikamgarh district,2022,4,193659,10491591
Madhya Pradesh,seoni district,2022,4,314556,20379082
Madhya Pradesh,harda district,2022,4,154023,10530285
Madhya Pradesh,burhanpur district,2022,4,178750,11157932
Madhya Pradesh,damoh district,2022,4,233462,12019861
Madhya Pradesh,bhopal district,2022,4,2009655,119312036
Madhya Pradesh,jhabua district,2022,4,154481,11635082
Madhya Pradesh,dhar district,2022,4,648535,52813178
Madhya Pradesh,guna district,2022,4,403515,20527886
Madhya Pradesh,east nimar district,2022,4,309932,22866187
Madhya Pradesh,chhindwara district,2022,4,613456,35491677
Madhya Pradesh,umaria district,2022,4,120128,6482976
Madhya Pradesh,mandla district,2022,4,193318,10767950
Madhya Pradesh,indore district,2022,4,2660518,179643787
Madhya Pradesh,shahdol district,2022,4,255641,14202505
Madhya Pradesh,ratlam district,2022,4,484038,28421055
Madhya Pradesh,panna district,2022,4,156023,9147623
Madhya Pradesh,chhatarpur district,2022,4,399052,18586587
Madhya Pradesh,morena district,2023,1,479647,37631269
Madhya Pradesh,alirajpur district,2023,1,75360,23434331
Madhya Pradesh,sehore district,2023,1,526495,65379842
Madhya Pradesh,rajgarh district,2023,1,454742,87778262
Madhya Pradesh,khargone district,2023,1,460046,77096706
Madhya Pradesh,satna district,2023,1,596769,52881467
Madhya Pradesh,narsinghpur district,2023,1,343846,34114219
Madhya Pradesh,jabalpur district,2023,1,1025803,39083376
Madhya Pradesh,hoshangabad district,2023,1,447376,39928185
Madhya Pradesh,vidisha district,2023,1,449990,68496548
Madhya Pradesh,balaghat district,2023,1,452700,58300660
Madhya Pradesh,singrauli district,2023,1,362658,65603700
Madhya Pradesh,betul district,2023,1,459626,69729003
Madhya Pradesh,sidhi district,2023,1,226795,41401608
Madhya Pradesh,datia district,2023,1,173988,21850490
Madhya Pradesh,dewas district,2023,1,579697,75964676
Madhya Pradesh,sheopur district,2023,1,122856,29666430
Madhya Pradesh,neemuch district,2023,1,294613,34986206
Madhya Pradesh,raisen district,2023,1,443050,71097545
Madhya Pradesh,mandsaur district,2023,1,463718,59763542
Madhya Pradesh,barwani district,2023,1,224144,67968547
Madhya Pradesh,katni district,2023,1,317477,31459722
Madhya Pradesh,dindori district,2023,1,108680,38322192
Madhya Pradesh,shivpuri district,2023,1,368571,77723539
Madhya Pradesh,gwalior district,2023,1,1123707,34624349
Madhya Pradesh,anuppur district,2023,1,183119,25516447
Madhya Pradesh,agar malwa district,2023,1,154686,31911322
Madhya Pradesh,ashoknagar district,2023,1,180467,37121086
Madhya Pradesh,sagar district,2023,1,699722,72760363
Madhya Pradesh,niwari district,2023,1,79831,9762781
Madhya Pradesh,rewa district,2023,1,651354,47280365
Madhya Pradesh,shajapur district,2023,1,311369,42769385
Madhya Pradesh,ujjain district,2023,1,832451,68659362
Madhya Pradesh,bhind district,2023,1,401533,34108201
Madhya Pradesh,tikamgarh district,2023,1,203615,34104680
Madhya Pradesh,seoni district,2023,1,329353,72346958
Madhya Pradesh,harda district,2023,1,161225,25064139
Madhya Pradesh,burhanpur district,2023,1,187246,28593494
Madhya Pradesh,damoh district,2023,1,244449,47365687
Madhya Pradesh,bhopal district,2023,1,2101098,36857306
Madhya Pradesh,jhabua district,2023,1,162127,40991184
Madhya Pradesh,dhar district,2023,1,679569,96755650
Madhya Pradesh,guna district,2023,1,423812,59399911
Madhya Pradesh,east nimar district,2023,1,325222,64812841
Madhya Pradesh,chhindwara district,2023,1,642022,85439101
Madhya Pradesh,umaria district,2023,1,125957,29184137
Madhya Pradesh,mandla district,2023,1,202648,40564672
Madhya Pradesh,indore district,2023,1,2780295,57741292
Madhya Pradesh,shahdol district,2023,1,267723,44837756
Madhya Pradesh,ratlam district,2023,1,507397,49315913
Madhya Pradesh,panna district,2023,1,163536,41423381
Madhya Pradesh,chhatarpur district,2023,1,418638,59282579
Madhya Pradesh,morena district,2023,2,501991,44303961
Madhya Pradesh,alirajpur district,2023,2,79103,33655290
Madhya Pradesh,sehore district,2023,2,550240,75759384
Madhya Pradesh,rajgarh district,2023,2,476568,95790411
Madhya Pradesh,khargone district,2023,2,480998,90066564
Madhya Pradesh,satna district,2023,2,623076,62087030
Madhya Pradesh,narsinghpur district,2023,2,359174,33933096
Madhya Pradesh,jabalpur district,2023,2,1065846,46208809
Madhya Pradesh,hoshangabad district,2023,2,466410,48289574
Madhya Pradesh,vidisha district,2023,2,470884,76792927
Madhya Pradesh,balaghat district,2023,2,473522,57362715
Madhya Pradesh,singrauli district,2023,2,379057,72561114
Madhya Pradesh,betul district,2023,2,480548,82699553
Madhya Pradesh,sidhi district,2023,2,237697,51657758
Madhya Pradesh,datia district,2023,2,182229,25734205
Madhya Pradesh,dewas district,2023,2,605064,86037242
Madhya Pradesh,sheopur district,2023,2,128883,29668961
Madhya Pradesh,neemuch district,2023,2,307893,41838144
Madhya Pradesh,raisen district,2023,2,463359,85008383
Madhya Pradesh,mandsaur district,2023,2,485021,57161622
Madhya Pradesh,barwani district,2023,2,234410,78673276
Madhya Pradesh,katni district,2023,2,331658,35762902
Madhya Pradesh,dindori district,2023,2,114018,47735012
Madhya Pradesh,shivpuri district,2023,2,386527,86644836
Madhya Pradesh,gwalior district,2023,2,1168513,39446121
Madhya Pradesh,anuppur district,2023,2,191497,32180305
Madhya Pradesh,agar malwa district,2023,2,162283,38105847
Madhya Pradesh,ashoknagar district,2023,2,189217,38560971
Madhya Pradesh,sagar district,2023,2,730094,84163812
Madhya Pradesh,niwari district,2023,2,83757,13164451
Madhya Pradesh,rewa district,2023,2,680100,63293893
Madhya Pradesh,shajapur district,2023,2,325913,37918115
Madhya Pradesh,ujjain district,2023,2,868546,70456020
Madhya Pradesh,bhind district,2023,2,420416,44645036
Madhya Pradesh,tikamgarh district,2023,2,213514,35225740
Madhya Pradesh,seoni district,2023,2,344864,84759817
Madhya Pradesh,harda district,2023,2,168686,35419049
Madhya Pradesh,burhanpur district,2023,2,195346,32515070
Madhya Pradesh,damoh district,2023,2,255940,50430375
Madhya Pradesh,bhopal district,2023,2,2179557,44019208
Madhya Pradesh,jhabua district,2023,2,169870,46313281
Madhya Pradesh,dhar district,2023,2,710181,111729816
Madhya Pradesh,guna district,2023,2,443002,67027382
Madhya Pradesh,east nimar district,2023,2,340076,74236041
Madhya Pradesh,chhindwara district,2023,2,670155,90179200
Madhya Pradesh,umaria district,2023,2,131892,29365794
Madhya Pradesh,mandla district,2023,2,212201,49178899
Madhya Pradesh,indore district,2023,2,2883610,57765917
Madhya Pradesh,shahdol district,2023,2,279795,50821975
Madhya Pradesh,ratlam district,2023,2,530037,51291197
Madhya Pradesh,panna district,2023,2,171675,51268795
Madhya Pradesh,chhatarpur district,2023,2,438017,76713826
Madhya Pradesh,morena district,2023,3,523618,55772952
Madhya Pradesh,alirajpur district,2023,3,82755,61635791
Madhya Pradesh,sehore district,2023,3,574004,68574381
Madhya Pradesh,rajgarh district,2023,3,498342,85082042
Madhya Pradesh,khargone district,2023,3,502250,120767554
Madhya Pradesh,satna district,2023,3,649398,64078134
Madhya Pradesh,narsinghpur district,2023,3,374949,33398789
Madhya Pradesh,jabalpur district,2023,3,1108465,53599643
Madhya Pradesh,hoshangabad district,2023,3,485827,54558428
Madhya Pradesh,vidisha district,2023,3,491997,84360270
Madhya Pradesh,balaghat district,2023,3,494116,63375517
Madhya Pradesh,singrauli district,2023,3,395859,69276857
Madhya Pradesh,betul district,2023,3,501106,119087448
Madhya Pradesh,sidhi district,2023,3,248343,52621312
Madhya Pradesh,datia district,2023,3,190350,32372149
Madhya Pradesh,dewas district,2023,3,631092,81569960
Madhya Pradesh,sheopur district,2023,3,134878,57224402
Madhya Pradesh,neemuch district,2023,3,321168,44607023
Madhya Pradesh,raisen district,2023,3,483639,90411025
Madhya Pradesh,mandsaur district,2023,3,506057,62392434
Madhya Pradesh,barwani district,2023,3,244670,111366342
Madhya Pradesh,katni district,2023,3,346211,53941547
Madhya Pradesh,dindori district,2023,3,119625,53110352
Madhya Pradesh,shivpuri district,2023,3,404501,110216384
Madhya Pradesh,gwalior district,2023,3,1215484,55087340
Madhya Pradesh,anuppur district,2023,3,199852,35927203
Madhya Pradesh,agar malwa district,2023,3,169779,40303565
Madhya Pradesh,ashoknagar district,2023,3,197767,50693463
Madhya Pradesh,sagar district,2023,3,761623,93899808
Madhya Pradesh,niwari district,2023,3,87496,21802340
Madhya Pradesh,rewa district,2023,3,708385,60349952
Madhya Pradesh,shajapur district,2023,3,340357,35532200
Madhya Pradesh,ujjain district,2023,3,905474,72105748
Madhya Pradesh,bhind district,2023,3,439197,44531245
Madhya Pradesh,tikamgarh district,2023,3,223613,42345853
Madhya Pradesh,seoni district,2023,3,360143,103764316
Madhya Pradesh,harda district,2023,3,175942,36579857
Madhya Pradesh,burhanpur district,2023,3,203868,67368570
Madhya Pradesh,damoh district,2023,3,267332,62535379
Madhya Pradesh,bhopal district,2023,3,2265685,41064649
Madhya Pradesh,jhabua district,2023,3,177684,77169061
Madhya Pradesh,dhar district,2023,3,740878,149886193
Madhya Pradesh,guna district,2023,3,462884,94517762
Madhya Pradesh,east nimar district,2023,3,355175,87245982
Madhya Pradesh,chhindwara district,2023,3,698604,114853112
Madhya Pradesh,umaria district,2023,3,137969,33237721
Madhya Pradesh,mandla district,2023,3,221870,56922238
Madhya Pradesh,indore district,2023,3,2996261,57609040
Madhya Pradesh,shahdol district,2023,3,291626,65075439
Madhya Pradesh,ratlam district,2023,3,553133,67144841
Madhya Pradesh,panna district,2023,3,179723,52413560
Madhya Pradesh,chhatarpur district,2023,3,458009,91796995
Madhya Pradesh,morena district,2023,4,543336,40618821
Madhya Pradesh,alirajpur district,2023,4,85929,12626679
Madhya Pradesh,sehore district,2023,4,596143,37410856
Madhya Pradesh,rajgarh district,2023,4,518314,46673782
Madhya Pradesh,khargone district,2023,4,521374,43994973
Madhya Pradesh,satna district,2023,4,673980,40728338
Madhya Pradesh,narsinghpur district,2023,4,389157,22289176
Madhya Pradesh,jabalpur district,2023,4,1147811,68109854
Madhya Pradesh,hoshangabad district,2023,4,504071,30024107
Madhya Pradesh,vidisha district,2023,4,511681,31529654
Madhya Pradesh,balaghat district,2023,4,512986,36349518
Madhya Pradesh,singrauli district,2023,4,410819,25408732
Madhya Pradesh,betul district,2023,4,520308,29802887
Madhya Pradesh,sidhi district,2023,4,257759,20282329
Madhya Pradesh,datia district,2023,4,197712,14758887
Madhya Pradesh,dewas district,2023,4,654709,46583650
Madhya Pradesh,sheopur district,2023,4,139890,16291190
Madhya Pradesh,neemuch district,2023,4,333109,21040163
Madhya Pradesh,raisen district,2023,4,502727,29757904
Madhya Pradesh,mandsaur district,2023,4,525255,30993847
Madhya Pradesh,barwani district,2023,4,254221,36176529
Madhya Pradesh,katni district,2023,4,359525,25136982
Madhya Pradesh,dindori district,2023,4,123961,14392437
Madhya Pradesh,shivpuri district,2023,4,420483,38643834
Madhya Pradesh,gwalior district,2023,4,1257720,54536254
Madhya Pradesh,anuppur district,2023,4,207221,12490013
Madhya Pradesh,agar malwa district,2023,4,176563,14939481
Madhya Pradesh,ashoknagar district,2023,4,205278,16731897
Madhya Pradesh,sagar district,2023,4,790240,42789122
Madhya Pradesh,niwari district,2023,4,90874,8401658
Madhya Pradesh,rewa district,2023,4,734299,39576494
Madhya Pradesh,shajapur district,2023,4,353743,23128428
Madhya Pradesh,ujjain district,2023,4,938748,55530828
Madhya Pradesh,bhind district,2023,4,456163,28972717
Madhya Pradesh,tikamgarh district,2023,4,232431,19400916
Madhya Pradesh,seoni district,2023,4,374127,26703569
Madhya Pradesh,harda district,2023,4,182890,16770231
Madhya Pradesh,burhanpur district,2023,4,211544,26534467
Madhya Pradesh,damoh district,2023,4,277377,21271145
Madhya Pradesh,bhopal district,2023,4,2344171,109301690
Madhya Pradesh,jhabua district,2023,4,184351,21594347
Madhya Pradesh,dhar district,2023,4,768839,65542097
Madhya Pradesh,guna district,2023,4,481267,27525910
Madhya Pradesh,east nimar district,2023,4,368834,35101906
Madhya Pradesh,chhindwara district,2023,4,724870,46835119
Madhya Pradesh,umaria district,2023,4,143098,22651609
Madhya Pradesh,mandla district,2023,4,230423,16940780
Madhya Pradesh,indore district,2023,4,3098089,159225217
Madhya Pradesh,shahdol district,2023,4,302201,18269817
Madhya Pradesh,ratlam district,2023,4,573994,41647737
Madhya Pradesh,panna district,2023,4,187097,15487641
Madhya Pradesh,chhatarpur district,2023,4,476360,33022541
Madhya Pradesh,morena district,2024,1,567218,47257520
Madhya Pradesh,alirajpur district,2024,1,90150,79111676
Madhya Pradesh,sehore district,2024,1,622467,71659503
Madhya Pradesh,rajgarh district,2024,1,542046,105918665
Madhya Pradesh,khargone district,2024,1,544387,131087309
Madhya Pradesh,satna district,2024,1,703168,86305629
Madhya Pradesh,narsinghpur district,2024,1,406477,40381545
Madhya Pradesh,jabalpur district,2024,1,1193636,78989790
Madhya Pradesh,hoshangabad district,2024,1,525637,58107802
Madhya Pradesh,vidisha district,2024,1,535477,91227834
Madhya Pradesh,balaghat district,2024,1,535642,84644478
Madhya Pradesh,singrauli district,2024,1,428919,135936799
Madhya Pradesh,betul district,2024,1,543553,154004011
Madhya Pradesh,sidhi district,2024,1,269357,56845923
Madhya Pradesh,datia district,2024,1,206618,49538881
Madhya Pradesh,dewas district,2024,1,683061,101128519
Madhya Pradesh,sheopur district,2024,1,146405,58379233
Madhya Pradesh,neemuch district,2024,1,347544,47808739
Madhya Pradesh,raisen district,2024,1,525370,97158456
Madhya Pradesh,mandsaur district,2024,1,548440,48040987
Madhya Pradesh,barwani district,2024,1,265627,150722040
Madhya Pradesh,katni district,2024,1,375380,64828333
Madhya Pradesh,dindori district,2024,1,129907,79671408
Madhya Pradesh,shivpuri district,2024,1,440062,157889740
Madhya Pradesh,gwalior district,2024,1,1307564,59380821
Madhya Pradesh,anuppur district,2024,1,216384,33163859
Madhya Pradesh,agar malwa district,2024,1,184770,52445392
Madhya Pradesh,ashoknagar district,2024,1,214897,76001198
Madhya Pradesh,sagar district,2024,1,824727,131388747
Madhya Pradesh,niwari district,2024,1,95153,37558664
Madhya Pradesh,rewa district,2024,1,764984,53015936
Madhya Pradesh,shajapur district,2024,1,369603,34768274
Madhya Pradesh,ujjain district,2024,1,978177,70346062
Madhya Pradesh,bhind district,2024,1,476833,52685060
Madhya Pradesh,tikamgarh district,2024,1,243252,60338656
Madhya Pradesh,seoni district,2024,1,390981,114203764
Madhya Pradesh,harda district,2024,1,191120,46137280
Madhya Pradesh,burhanpur district,2024,1,220692,156445334
Madhya Pradesh,damoh district,2024,1,289793,73239512
Madhya Pradesh,bhopal district,2024,1,2436143,43463088
Madhya Pradesh,jhabua district,2024,1,192970,115447192
Madhya Pradesh,dhar district,2024,1,802038,200679543
Madhya Pradesh,guna district,2024,1,502899,98632415
Madhya Pradesh,east nimar district,2024,1,385461,127020489
Madhya Pradesh,chhindwara district,2024,1,756689,144355015
Madhya Pradesh,umaria district,2024,1,149790,53998150
Madhya Pradesh,mandla district,2024,1,241085,90680424
Madhya Pradesh,indore district,2024,1,3217251,53406722
Madhya Pradesh,shahdol district,2024,1,315322,70910640
Madhya Pradesh,ratlam district,2024,1,598584,82497291
Madhya Pradesh,panna district,2024,1,196347,83585170
Madhya Pradesh,chhatarpur district,2024,1,498497,102943669
Madhya Pradesh,morena district,2024,2,589260,80220892
Madhya Pradesh,alirajpur district,2024,2,93726,114261747
Madhya Pradesh,sehore district,2024,2,646945,85803105
Madhya Pradesh,rajgarh district,2024,2,563330,100791020
Madhya Pradesh,khargone district,2024,2,565568,135206203
Madhya Pradesh,satna district,2024,2,730055,127522731
