state,district,year,quarter,registered_users,app_opens
Chhattisgarh,sarangarh bilaigarh district,2024,3,201039,18608126
Chhattisgarh,bastar district,2024,3,275288,74884408
Chhattisgarh,kondagaon district,2024,3,155624,66461484
Chhattisgarh,mahasamund district,2024,3,348919,46837825
Chhattisgarh,dhamtari district,2024,4,242748,18053204
Chhattisgarh,korba district,2024,4,559174,52818554
Chhattisgarh,surajpur district,2024,4,255151,22262561
Chhattisgarh,khairagarh chhuikhadan gandai district,2024,4,100355,7421368
Chhattisgarh,sukma district,2024,4,66659,4252108
Chhattisgarh,raigarh district,2024,4,581651,40940231
Chhattisgarh,sakti district,2024,4,258433,17630371
Chhattisgarh,janjgir champa district,2024,4,394509,35897678
Chhattisgarh,jashpur district,2024,4,257420,21493169
Chhattisgarh,balod district,2024,4,229997,11983071
Chhattisgarh,kabirdham district,2024,4,254655,22126158
Chhattisgarh,balodabazar bhatapara district,2024,4,361495,25889778
Chhattisgarh,surguja district,2024,4,386630,28997766
Chhattisgarh,mohla manpur ambagarh chouki district,2024,4,63941,4732977
Chhattisgarh,dantewada district,2024,4,100601,6082128
Chhattisgarh,durg district,2024,4,988679,48807584
Chhattisgarh,gaurela pendra marwahi district,2024,4,113221,7522833
Chhattisgarh,gariaband district,2024,4,168520,12802828
Chhattisgarh,rajnandgaon district,2024,4,344534,22125228
Chhattisgarh,manendragarh chirmiri bharatpur district,2024,4,132662,9469260
Chhattisgarh,balrampur ramanujganj district,2024,4,209561,20318973
Chhattisgarh,raipur district,2024,4,1773369,206590716
Chhattisgarh,narayanpur district,2024,4,43863,2624800
Chhattisgarh,korea district,2024,4,88957,7531010
Chhattisgarh,mungeli district,2024,4,192691,21241705
Chhattisgarh,bilaspur district,2024,4,904881,56261675
Chhattisgarh,bijapur district,2024,4,82095,5471450
Chhattisgarh,bemetara district,2024,4,226517,18082299
Chhattisgarh,north bastar kanker district,2024,4,251005,29405787
Chhattisgarh,sarangarh bilaigarh district,2024,4,208297,11942175
Chhattisgarh,bastar district,2024,4,284809,28800805
Chhattisgarh,kondagaon district,2024,4,162296,12267999
Chhattisgarh,mahasamund district,2024,4,361759,27391062
Dadra & Nagar Haveli & Daman & Diu,diu district,2018,1,2553,0
Dadra & Nagar Haveli & Daman & Diu,daman district,2018,1,18677,0
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2018,1,32028,0
Dadra & Nagar Haveli & Daman & Diu,diu district,2018,2,3229,0
Dadra & Nagar Haveli & Daman & Diu,daman district,2018,2,25144,0
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2018,2,43085,0
Dadra & Nagar Haveli & Daman & Diu,diu district,2018,3,3830,0
Dadra & Nagar Haveli & Daman & Diu,daman district,2018,3,32651,0
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2018,3,55626,0
Dadra & Nagar Haveli & Daman & Diu,diu district,2018,4,4609,0
Dadra & Nagar Haveli & Daman & Diu,daman district,2018,4,42069,0
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2018,4,69833,0
Dadra & Nagar Haveli & Daman & Diu,diu district,2019,1,5452,0
Dadra & Nagar Haveli & Daman & Diu,daman district,2019,1,51093,0
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2019,1,83987,0
Dadra & Nagar Haveli & Daman & Diu,diu district,2019,2,6193,22979
Dadra & Nagar Haveli & Daman & Diu,daman district,2019,2,58005,323345
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2019,2,94382,514362
Dadra & Nagar Haveli & Daman & Diu,diu district,2019,3,6746,73017
Dadra & Nagar Haveli & Daman & Diu,daman district,2019,3,64854,1168620
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2019,3,105329,1884552
Dadra & Nagar Haveli & Daman & Diu,diu district,2019,4,7323,91107
Dadra & Nagar Haveli & Daman & Diu,daman district,2019,4,72470,1415107
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2019,4,117805,2264329
Dadra & Nagar Haveli & Daman & Diu,diu district,2020,1,7912,98466
Dadra & Nagar Haveli & Daman & Diu,daman district,2020,1,80329,1550484
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2020,1,130255,2546172
Dadra & Nagar Haveli & Daman & Diu,diu district,2020,2,8795,90682
Dadra & Nagar Haveli & Daman & Diu,daman district,2020,2,90016,1640768
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2020,2,146003,2773677
Dadra & Nagar Haveli & Daman & Diu,diu district,2020,3,9655,102606
Dadra & Nagar Haveli & Daman & Diu,daman district,2020,3,98108,1480490
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2020,3,160183,2838403
Dadra & Nagar Haveli & Daman & Diu,diu district,2020,4,10550,147153
Dadra & Nagar Haveli & Daman & Diu,daman district,2020,4,108511,2123263
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2020,4,177432,3926020
Dadra & Nagar Haveli & Daman & Diu,diu district,2021,1,11406,156639
Dadra & Nagar Haveli & Daman & Diu,daman district,2021,1,117728,2573284
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2021,1,192262,4572539
Dadra & Nagar Haveli & Daman & Diu,diu district,2021,2,12220,117626
Dadra & Nagar Haveli & Daman & Diu,daman district,2021,2,126258,1622978
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2021,2,206516,3322379
Dadra & Nagar Haveli & Daman & Diu,diu district,2021,3,13167,181641
Dadra & Nagar Haveli & Daman & Diu,daman district,2021,3,135976,2278101
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2021,3,222731,4702992
Dadra & Nagar Haveli & Daman & Diu,diu district,2021,4,14047,295151
Dadra & Nagar Haveli & Daman & Diu,daman district,2021,4,145806,5114006
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2021,4,239110,9600298
Dadra & Nagar Haveli & Daman & Diu,diu district,2022,1,14964,143766
Dadra & Nagar Haveli & Daman & Diu,daman district,2022,1,155029,799218
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2022,1,254577,2967808
Dadra & Nagar Haveli & Daman & Diu,diu district,2022,2,15811,229397
Dadra & Nagar Haveli & Daman & Diu,daman district,2022,2,163861,633374
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2022,2,269344,3023521
Dadra & Nagar Haveli & Daman & Diu,diu district,2022,3,16665,180045
Dadra & Nagar Haveli & Daman & Diu,daman district,2022,3,173219,567477
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2022,3,284923,3090359
Dadra & Nagar Haveli & Daman & Diu,diu district,2022,4,17427,445207
Dadra & Nagar Haveli & Daman & Diu,daman district,2022,4,182481,7951596
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2022,4,300217,15669967
Dadra & Nagar Haveli & Daman & Diu,diu district,2023,1,18234,246909
Dadra & Nagar Haveli & Daman & Diu,daman district,2023,1,191432,522235
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2023,1,314951,3702140
Dadra & Nagar Haveli & Daman & Diu,diu district,2023,2,18972,160624
Dadra & Nagar Haveli & Daman & Diu,daman district,2023,2,199267,555514
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2023,2,328125,3369887
Dadra & Nagar Haveli & Daman & Diu,diu district,2023,3,19752,177551
Dadra & Nagar Haveli & Daman & Diu,daman district,2023,3,207437,357209
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2023,3,341846,3914753
Dadra & Nagar Haveli & Daman & Diu,diu district,2023,4,20497,1294301
Dadra & Nagar Haveli & Daman & Diu,daman district,2023,4,215319,13129081
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2023,4,354944,22155996
Dadra & Nagar Haveli & Daman & Diu,diu district,2024,1,21329,52856
Dadra & Nagar Haveli & Daman & Diu,daman district,2024,1,224463,443492
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2024,1,370071,5470752
Dadra & Nagar Haveli & Daman & Diu,diu district,2024,2,22210,61929
Dadra & Nagar Haveli & Daman & Diu,daman district,2024,2,233446,537882
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2024,2,385068,6889808
Dadra & Nagar Haveli & Daman & Diu,diu district,2024,3,21317,289560
Dadra & Nagar Haveli & Daman & Diu,daman district,2024,3,225491,540461
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2024,3,381007,4599278
Dadra & Nagar Haveli & Daman & Diu,diu district,2024,4,22066,1462795
Dadra & Nagar Haveli & Daman & Diu,daman district,2024,4,231834,13904020
Dadra & Nagar Haveli & Daman & Diu,dadra and nagar haveli district,2024,4,390650,26580899
Delhi,south district,2018,1,156706,0
Delhi,central district,2018,1,202723,0
Delhi,new delhi district,2018,1,212008,0
Delhi,west district,2018,1,308558,0
Delhi,south west district,2018,1,179197,0
Delhi,south east delhi district,2018,1,251213,0
Delhi,shahdara district,2018,1,114549,0
Delhi,north east district,2018,1,95472,0
Delhi,east district,2018,1,169295,0
Delhi,north west district,2018,1,223679,0
Delhi,north district,2018,1,173622,0
Delhi,south district,2018,2,206935,0
Delhi,central district,2018,2,267154,0
Delhi,new delhi district,2018,2,282319,0
Delhi,west district,2018,2,406877,0
Delhi,south west district,2018,2,236789,0
Delhi,south east delhi district,2018,2,333350,0
Delhi,shahdara district,2018,2,152113,0
Delhi,north east district,2018,2,127159,0
Delhi,east district,2018,2,221449,0
Delhi,north west district,2018,2,294038,0
Delhi,north district,2018,2,227958,0
Delhi,south district,2018,3,264628,0
Delhi,central district,2018,3,340549,0
Delhi,new delhi district,2018,3,363140,0
Delhi,west district,2018,3,515854,0
Delhi,south west district,2018,3,297663,0
Delhi,south east delhi district,2018,3,423177,0
Delhi,shahdara district,2018,3,192430,0
Delhi,north east district,2018,3,159566,0
Delhi,east district,2018,3,280847,0
Delhi,north west district,2018,3,376806,0
Delhi,north district,2018,3,290251,0
Delhi,south district,2018,4,344311,0
Delhi,central district,2018,4,446787,0
Delhi,new delhi district,2018,4,470991,0
Delhi,west district,2018,4,686653,0
Delhi,south west district,2018,4,393208,0
Delhi,south east delhi district,2018,4,564640,0
Delhi,shahdara district,2018,4,257785,0
Delhi,north east district,2018,4,216694,0
Delhi,east district,2018,4,373139,0
Delhi,north west district,2018,4,496928,0
Delhi,north district,2018,4,379177,0
Delhi,south district,2019,1,407519,0
Delhi,central district,2019,1,529918,0
Delhi,new delhi district,2019,1,558516,0
Delhi,west district,2019,1,820526,0
Delhi,south west district,2019,1,467571,0
Delhi,south east delhi district,2019,1,671667,0
Delhi,shahdara district,2019,1,310351,0
Delhi,north east district,2019,1,262131,0
Delhi,east district,2019,1,439639,0
Delhi,north west district,2019,1,583438,0
Delhi,north district,2019,1,447987,0
Delhi,south district,2019,2,453829,3600582
Delhi,central district,2019,2,596940,4621588
Delhi,new delhi district,2019,2,637526,4770362
Delhi,west district,2019,2,919096,6019764
Delhi,south west district,2019,2,519422,3366911
Delhi,south east delhi district,2019,2,749218,5600479
Delhi,shahdara district,2019,2,352312,2162335
Delhi,north east district,2019,2,298037,1839705
Delhi,east district,2019,2,487121,3859544
Delhi,north west district,2019,2,649377,4251847
Delhi,north district,2019,2,502570,3638453
Delhi,south district,2019,3,498200,13735093
Delhi,central district,2019,3,658985,18110411
Delhi,new delhi district,2019,3,705546,17907707
Delhi,west district,2019,3,1008836,22146744
Delhi,south west district,2019,3,567496,12320743
Delhi,south east delhi district,2019,3,821304,21257734
Delhi,shahdara district,2019,3,391827,7812781
Delhi,north east district,2019,3,334361,6815269
Delhi,east district,2019,3,532254,14414183
Delhi,north west district,2019,3,709448,15312330
Delhi,north district,2019,3,554029,13548032
Delhi,south district,2019,4,533716,14624629
Delhi,central district,2019,4,711015,19757936
Delhi,new delhi district,2019,4,757888,19347259
Delhi,west district,2019,4,1081496,22958268
Delhi,south west district,2019,4,605482,12908740
Delhi,south east delhi district,2019,4,883080,22762701
Delhi,shahdara district,2019,4,425305,8243112
Delhi,north east district,2019,4,366088,7378000
Delhi,east district,2019,4,568283,15006362
Delhi,north west district,2019,4,758620,15608488
Delhi,north district,2019,4,598910,14087176
Delhi,south district,2020,1,570329,14596406
Delhi,central district,2020,1,765149,20077306
Delhi,new delhi district,2020,1,810489,19988931
Delhi,west district,2020,1,1160353,23777985
Delhi,south west district,2020,1,644981,13628530
Delhi,south east delhi district,2020,1,947535,23452400
Delhi,shahdara district,2020,1,460186,8525491
Delhi,north east district,2020,1,399504,7741484
Delhi,east district,2020,1,604768,15229722
Delhi,north west district,2020,1,814249,16316454
Delhi,north district,2020,1,648654,14929277
Delhi,south district,2020,2,608062,10923789
Delhi,central district,2020,2,821609,12170177
Delhi,new delhi district,2020,2,858515,13813232
Delhi,west district,2020,2,1243875,19803207
Delhi,south west district,2020,2,688199,13239503
Delhi,south east delhi district,2020,2,1011931,17824740
Delhi,shahdara district,2020,2,498710,7264987
Delhi,north east district,2020,2,437601,8199505
Delhi,east district,2020,2,641233,12112696
Delhi,north west district,2020,2,877218,15252379
Delhi,north district,2020,2,704186,12248038
Delhi,south district,2020,3,651616,13811149
Delhi,central district,2020,3,888536,17811726
Delhi,new delhi district,2020,3,912051,19755770
Delhi,west district,2020,3,1343895,27128183
Delhi,south west district,2020,3,739034,16937109
Delhi,south east delhi district,2020,3,1088989,23898063
Delhi,shahdara district,2020,3,543831,10118652
Delhi,north east district,2020,3,479924,10076533
Delhi,east district,2020,3,685955,15039504
Delhi,north west district,2020,3,946954,19440720
Delhi,north district,2020,3,763389,16007620
Delhi,south district,2020,4,699303,17854518
Delhi,central district,2020,4,962750,25639012
Delhi,new delhi district,2020,4,971715,26150844
Delhi,west district,2020,4,1451042,34210894
Delhi,south west district,2020,4,792331,20471250
Delhi,south east delhi district,2020,4,1174221,31579571
Delhi,shahdara district,2020,4,591192,12836928
Delhi,north east district,2020,4,525117,12410314
Delhi,east district,2020,4,734091,19059130
Delhi,north west district,2020,4,1019187,23345284
Delhi,north district,2020,4,827019,19876007
Delhi,south district,2021,1,749173,20969765
Delhi,central district,2021,1,1035060,31035635
Delhi,new delhi district,2021,1,1039016,31041137
Delhi,west district,2021,1,1559112,38915888
Delhi,south west district,2021,1,849223,22664421
Delhi,south east delhi district,2021,1,1260645,37073920
Delhi,shahdara district,2021,1,636908,14514305
Delhi,north east district,2021,1,567107,13760602
Delhi,east district,2021,1,786308,21924687
Delhi,north west district,2021,1,1094464,26122744
Delhi,north district,2021,1,890194,23178496
Delhi,south district,2021,2,799590,12452858
Delhi,central district,2021,2,1105640,16081193
Delhi,new delhi district,2021,2,1108471,16849531
Delhi,west district,2021,2,1666267,23164797
Delhi,south west district,2021,2,906878,14495551
Delhi,south east delhi district,2021,2,1346063,20866055
Delhi,shahdara district,2021,2,681073,8634338
Delhi,north east district,2021,2,607021,9159772
Delhi,east district,2021,2,839185,12706259
Delhi,north west district,2021,2,1170137,16390828
Delhi,north district,2021,2,952374,14196592
Delhi,south district,2021,3,855177,16742627
Delhi,central district,2021,3,1184217,24898251
Delhi,new delhi district,2021,3,1185588,24104453
Delhi,west district,2021,3,1785309,31060472
Delhi,south west district,2021,3,971552,18051807
Delhi,south east delhi district,2021,3,1441462,29182451
Delhi,shahdara district,2021,3,730209,11815518
Delhi,north east district,2021,3,651695,11448245
Delhi,east district,2021,3,898137,16541558
Delhi,north west district,2021,3,1254464,21044731
Delhi,north district,2021,3,1022251,18954263
Delhi,south district,2021,4,911399,25318053
Delhi,central district,2021,4,1263911,39285773
Delhi,new delhi district,2021,4,1263818,40877291
Delhi,west district,2021,4,1905278,45912758
Delhi,south west district,2021,4,1036466,26351151
Delhi,south east delhi district,2021,4,1537814,45953793
Delhi,shahdara district,2021,4,779798,18226720
Delhi,north east district,2021,4,696743,18668707
Delhi,east district,2021,4,957392,23373406
Delhi,north west district,2021,4,1339480,32390512
Delhi,north district,2021,4,1093028,29311189
Delhi,south district,2022,1,963775,4684890
Delhi,central district,2022,1,1338465,6409314
Delhi,new delhi district,2022,1,1336911,6165616
Delhi,west district,2022,1,2017435,8118532
Delhi,south west district,2022,1,1097016,4590648
Delhi,south east delhi district,2022,1,1628157,7357594
Delhi,shahdara district,2022,1,826148,2924454
Delhi,north east district,2022,1,739301,3042375
Delhi,east district,2022,1,1013024,3852805
Delhi,north west district,2022,1,1419688,5396333
Delhi,north district,2022,1,1159277,4981592
Delhi,south district,2022,2,1013938,4587356
Delhi,central district,2022,2,1409776,5948542
Delhi,new delhi district,2022,2,1406687,5625084
Delhi,west district,2022,2,2124626,7350241
Delhi,south west district,2022,2,1155288,4151379
Delhi,south east delhi district,2022,2,1714507,6702101
Delhi,shahdara district,2022,2,870461,2605709
Delhi,north east district,2022,2,779621,2614033
Delhi,east district,2022,2,1066632,3524812
Delhi,north west district,2022,2,1496002,4758442
Delhi,north district,2022,2,1222605,4685381
Delhi,south district,2022,3,1065631,4638847
Delhi,central district,2022,3,1483786,5742476
Delhi,new delhi district,2022,3,1479669,5253294
Delhi,west district,2022,3,2235907,6992655
Delhi,south west district,2022,3,1215697,3934907
Delhi,south east delhi district,2022,3,1804123,6340232
Delhi,shahdara district,2022,3,917096,2440841
Delhi,north east district,2022,3,822038,2460332
Delhi,east district,2022,3,1121596,3393992
Delhi,north west district,2022,3,1575473,4399466
Delhi,north district,2022,3,1288507,4322456
Delhi,south district,2022,4,1117981,30173803
Delhi,central district,2022,4,1558400,47227767
Delhi,new delhi district,2022,4,1552874,49393657
Delhi,west district,2022,4,2348063,52947462
Delhi,south west district,2022,4,1275864,29437122
Delhi,south east delhi district,2022,4,1894776,53203998
Delhi,shahdara district,2022,4,963656,21436265
Delhi,north east district,2022,4,864990,20440755
Delhi,east district,2022,4,1177294,25719895
Delhi,north west district,2022,4,1655730,36305502
Delhi,north district,2022,4,1354521,35578523
Delhi,south district,2023,1,1167338,4668358
Delhi,central district,2023,1,1629248,6215071
Delhi,new delhi district,2023,1,1622600,5117085
Delhi,west district,2023,1,2453869,7209475
Delhi,south west district,2023,1,1333347,3788785
Delhi,south east delhi district,2023,1,1980915,6467886
Delhi,shahdara district,2023,1,1007880,2584431
Delhi,north east district,2023,1,906036,2613986
Delhi,east district,2023,1,1230290,3461144
Delhi,north west district,2023,1,1731494,4475947
Delhi,north district,2023,1,1416994,4447621
Delhi,south district,2023,2,1209741,4722227
Delhi,central district,2023,2,1690547,6131587
Delhi,new delhi district,2023,2,1682305,5181082
Delhi,west district,2023,2,2546575,7256938
Delhi,south west district,2023,2,1383364,3822184
Delhi,south east delhi district,2023,2,2055408,6504770
Delhi,shahdara district,2023,2,1046614,2559895
Delhi,north east district,2023,2,942089,2658909
Delhi,east district,2023,2,1275831,3522796
Delhi,north west district,2023,2,1798636,4612879
Delhi,north district,2023,2,1471979,4441772
Delhi,south district,2023,3,1254751,4550171
Delhi,central district,2023,3,1754227,5783803
Delhi,new delhi district,2023,3,1744588,4834414
Delhi,west district,2023,3,2641529,7154042
Delhi,south west district,2023,3,1435544,3830749
Delhi,south east delhi district,2023,3,2133173,6244678
Delhi,shahdara district,2023,3,1086372,2419223
Delhi,north east district,2023,3,978886,2598489
Delhi,east district,2023,3,1322844,3448939
Delhi,north west district,2023,3,1866671,4522240
Delhi,north district,2023,3,1528582,4206541
Delhi,south district,2023,4,1296849,48985333
Delhi,central district,2023,4,1815323,79824178
Delhi,new delhi district,2023,4,1803952,62948469
Delhi,west district,2023,4,2732926,105964542
Delhi,south west district,2023,4,1484762,49945667
Delhi,south east delhi district,2023,4,2207076,82307831
Delhi,shahdara district,2023,4,1124343,53424787
Delhi,north east district,2023,4,1014509,46191065
Delhi,east district,2023,4,1367614,50879134
Delhi,north west district,2023,4,1933267,83288102
Delhi,north district,2023,4,1583005,75047516
Delhi,south district,2024,1,1345231,7099061
Delhi,central district,2024,1,1884700,9854622
Delhi,new delhi district,2024,1,1871468,8014093
Delhi,west district,2024,1,2837958,11415594
Delhi,south west district,2024,1,1541622,6256241
Delhi,south east delhi district,2024,1,2291746,10307766
Delhi,shahdara district,2024,1,1167913,4068339
Delhi,north east district,2024,1,1054875,4076322
Delhi,east district,2024,1,1418866,5605313
Delhi,north west district,2024,1,2008098,6998272
Delhi,north district,2024,1,1644670,6607318
Delhi,south district,2024,2,1395197,8730038
Delhi,central district,2024,2,1956609,11673876
Delhi,new delhi district,2024,2,1940666,9786463
Delhi,west district,2024,2,2945032,14222332
Delhi,south west district,2024,2,1599704,7646333
Delhi,south east delhi district,2024,2,2378417,12685073
Delhi,shahdara district,2024,2,1212695,5106495
Delhi,north east district,2024,2,1096309,4996697
Delhi,east district,2024,2,1471663,7182204
Delhi,north west district,2024,2,2085373,8800221
Delhi,north district,2024,2,1707431,8926727
Delhi,south east district,2024,3,2262427,14700080
Delhi,south district,2024,3,1307337,10806190
Delhi,central district,2024,3,1990109,12661436
Delhi,new delhi district,2024,3,1633520,10895135
Delhi,west district,2024,3,2715492,15900806
Delhi,south west district,2024,3,1419174,8801048
Delhi,shahdara district,2024,3,1189211,5553878
Delhi,north east district,2024,3,1077520,5406085
Delhi,east district,2024,3,1256144,7745615
Delhi,north west district,2024,3,1907401,9623779
Delhi,north district,2024,3,1686282,9586773
Delhi,south east district,2024,4,2320701,110909791
Delhi,south district,2024,4,1340531,59225653
Delhi,central district,2024,4,2040406,109476985
Delhi,new delhi district,2024,4,1676758,74170415
Delhi,west district,2024,4,2781222,138323563
Delhi,south west district,2024,4,1452225,67178206
Delhi,shahdara district,2024,4,1217468,66103068
Delhi,north east district,2024,4,1105024,58794760
Delhi,east district,2024,4,1285131,71253749
Delhi,north west district,2024,4,1953572,102324519
Delhi,north district,2024,4,1727450,94795783
Goa,north goa district,2018,1,57769,0
Goa,south goa district,2018,1,34167,0
Goa,north goa district,2018,2,76192,0
Goa,south goa district,2018,2,45982,0
Goa,north goa district,2018,3,95307,0
Goa,south goa district,2018,3,58495,0
Goa,north goa district,2018,4,121001,0
Goa,south goa district,2018,4,74349,0
Goa,north goa district,2019,1,147802,0
Goa,south goa district,2019,1,90350,0
Goa,north goa district,2019,2,173002,835794
Goa,south goa district,2019,2,105938,516438
Goa,north goa district,2019,3,197361,2920579
Goa,south goa district,2019,3,119833,1833313
Goa,north goa district,2019,4,220385,4020633
Goa,south goa district,2019,4,133161,2269910
Goa,north goa district,2020,1,244309,4665113
Goa,south goa district,2020,1,147591,2482120
Goa,north goa district,2020,2,267533,3107692
Goa,south goa district,2020,2,163106,2202434
Goa,north goa district,2020,3,294195,3452539
Goa,south goa district,2020,3,180767,2677227
Goa,north goa district,2020,4,326479,6920554
Goa,south goa district,2020,4,201105,4070564
Goa,north goa district,2021,1,352593,10384042
Goa,south goa district,2021,1,217442,5083630
Goa,north goa district,2021,2,376703,6869935
Goa,south goa district,2021,2,232403,5840426
Goa,north goa district,2021,3,403952,8991751
Goa,south goa district,2021,3,249506,7583360
Goa,north goa district,2021,4,430814,18057835
Goa,south goa district,2021,4,266364,10230419
Goa,north goa district,2022,1,456250,9699093
Goa,south goa district,2022,1,282378,8979705
Goa,north goa district,2022,2,480353,9824694
Goa,south goa district,2022,2,297426,9237463
Goa,north goa district,2022,3,504946,9634393
Goa,south goa district,2022,3,312884,10078371
Goa,north goa district,2022,4,527826,26805263
Goa,south goa district,2022,4,327376,16199949
Goa,north goa district,2023,1,550554,11867919
Goa,south goa district,2023,1,341631,10962012
Goa,north goa district,2023,2,571111,9966416
Goa,south goa district,2023,2,354909,10253228
Goa,north goa district,2023,3,593176,12566389
Goa,south goa district,2023,3,368655,11451325
Goa,north goa district,2023,4,613836,41802647
Goa,south goa district,2023,4,382087,23066256
Goa,north goa district,2024,1,637677,15295964
Goa,south goa district,2024,1,397373,15872352
Goa,north goa district,2024,2,661408,9632970
Goa,south goa district,2024,2,412108,11726973
Goa,north goa district,2024,3,589892,31320884
Goa,south goa district,2024,3,524142,18637960
Goa,north goa district,2024,4,605009,45684291
Goa,south goa district,2024,4,538323,32746454
Gujarat,anand district,2018,1,68052,0
Gujarat,jamnagar district,2018,1,52416,0
Gujarat,devbhumi dwarka district,2018,1,15809,0
Gujarat,rajkot district,2018,1,133017,0
Gujarat,aravallis district,2018,1,21932,0
Gujarat,chhotaudepur district,2018,1,6581,0
Gujarat,botad district,2018,1,23738,0
Gujarat,bharuch district,2018,1,101575,0
Gujarat,bhavnagar district,2018,1,87683,0
Gujarat,junagadh district,2018,1,35171,0
Gujarat,mahesana district,2018,1,97004,0
Gujarat,the dangs district,2018,1,2285,0
Gujarat,kheda district,2018,1,43776,0
Gujarat,surat district,2018,1,489852,0
Gujarat,porbandar district,2018,1,12401,0
Gujarat,gandhinagar district,2018,1,118201,0
Gujarat,panch mahals district,2018,1,32263,0
Gujarat,narmada district,2018,1,6464,0
Gujarat,gir somnath district,2018,1,28292,0
Gujarat,valsad district,2018,1,80138,0
Gujarat,mahisagar district,2018,1,11048,0
Gujarat,sabar kantha district,2018,1,45018,0
Gujarat,tapi district,2018,1,14231,0
Gujarat,vadodara district,2018,1,205722,0
Gujarat,banas kantha district,2018,1,93506,0
Gujarat,amreli district,2018,1,31443,0
Gujarat,ahmadabad district,2018,1,572811,0
Gujarat,dohad district,2018,1,16212,0
Gujarat,navsari district,2018,1,35437,0
Gujarat,patan district,2018,1,41580,0
Gujarat,kachchh district,2018,1,97838,0
Gujarat,surendranagar district,2018,1,38223,0
Gujarat,morbi district,2018,1,30329,0
Gujarat,anand district,2018,2,90911,0
Gujarat,jamnagar district,2018,2,68512,0
Gujarat,devbhumi dwarka district,2018,2,20804,0
Gujarat,rajkot district,2018,2,174778,0
Gujarat,aravallis district,2018,2,29047,0
Gujarat,chhotaudepur district,2018,2,9053,0
Gujarat,botad district,2018,2,32883,0
Gujarat,bharuch district,2018,2,134500,0
Gujarat,bhavnagar district,2018,2,115812,0
Gujarat,junagadh district,2018,2,46665,0
Gujarat,mahesana district,2018,2,127614,0
Gujarat,the dangs district,2018,2,3047,0
Gujarat,kheda district,2018,2,60097,0
Gujarat,surat district,2018,2,652372,0
Gujarat,porbandar district,2018,2,16137,0
Gujarat,gandhinagar district,2018,2,155539,0
Gujarat,panch mahals district,2018,2,42575,0
Gujarat,narmada district,2018,2,8940,0
Gujarat,gir somnath district,2018,2,37769,0
Gujarat,valsad district,2018,2,107556,0
Gujarat,mahisagar district,2018,2,15010,0
Gujarat,sabar kantha district,2018,2,59955,0
Gujarat,tapi district,2018,2,19255,0
Gujarat,vadodara district,2018,2,271730,0
Gujarat,banas kantha district,2018,2,125849,0
Gujarat,amreli district,2018,2,42021,0
Gujarat,ahmadabad district,2018,2,751746,0
Gujarat,dohad district,2018,2,21983,0
Gujarat,navsari district,2018,2,47911,0
Gujarat,patan district,2018,2,55482,0
Gujarat,kachchh district,2018,2,128064,0
Gujarat,surendranagar district,2018,2,51527,0
Gujarat,morbi district,2018,2,40681,0
Gujarat,anand district,2018,3,116188,0
Gujarat,jamnagar district,2018,3,84886,0
Gujarat,devbhumi dwarka district,2018,3,26394,0
Gujarat,rajkot district,2018,3,215459,0
Gujarat,aravallis district,2018,3,37199,0
Gujarat,chhotaudepur district,2018,3,12302,0
Gujarat,botad district,2018,3,40559,0
Gujarat,bharuch district,2018,3,169322,0
Gujarat,bhavnagar district,2018,3,141243,0
Gujarat,junagadh district,2018,3,57716,0
Gujarat,mahesana district,2018,3,157274,0
Gujarat,the dangs district,2018,3,4052,0
Gujarat,kheda district,2018,3,80213,0
Gujarat,surat district,2018,3,808005,0
Gujarat,porbandar district,2018,3,19921,0
Gujarat,gandhinagar district,2018,3,190882,0
